iter	MultiClass
315	0.5369094143
316	0.5366908915
317	0.5364453017
318	0.5361443703
319	0.5359607796
320	0.5356451373
321	0.5353731296
322	0.5352847553
323	0.5351017925
324	0.5348028839
325	0.5345817419
326	0.5344035813
327	0.5340317149
328	0.5335450548
329	0.5333026574
330	0.5331864432
331	0.5330321724
332	0.532833921
333	0.5325478818
334	0.5323716739
335	0.5322262909
336	0.5319529503
337	0.5317757429
338	0.5316284956
339	0.5313525692
340	0.5310805667
341	0.5309176361
342	0.5308314475
343	0.5306382588
344	0.5304708841
345	0.530175945
346	0.5301086708
347	0.5299208139
348	0.5295842493
349	0.5293751095
350	0.5292045637
351	0.5290137832
352	0.5286975335
353	0.5285041537
354	0.5283937414
355	0.5282090043
356	0.5279829824
357	0.5277402072
358	0.5275486767
359	0.5273543682
360	0.5271781111
361	0.5269679728
362	0.5267756353
363	0.5266838602
364	0.5263732016
365	0.525980391
366	0.5257601864
367	0.525576752
368	0.525449146
369	0.5251229885
370	0.524981401
371	0.5248311584
372	0.5244488483
373	0.5242647319
374	0.5241137765
375	0.5239754448
376	0.5236859676
377	0.5235904642
378	0.5233699514
379	0.5230766474
380	0.5226821419
381	0.5225684369
382	0.5223768667
383	0.5222042724
384	0.5219836008
385	0.5217632312
386	0.5216327748
387	0.5214779978
388	0.5213577049
389	0.521181671
390	0.520853591
391	0.5206397605
392	0.5204412895
393	0.5203246216
394	0.5200403992
395	0.5198497625
396	0.519674415
397	0.5193974613
398	0.5191505195
399	0.5189543395
400	0.5188389552
401	0.5186317525
402	0.5184813447
403	0.5182951935
404	0.5181521892
405	0.5180211733
406	0.5179195067
407	0.5176571205
408	0.5175380356
409	0.5173533136
410	0.5171270547
411	0.5170596836
412	0.5168100853
413	0.5166630862
414	0.5165231095
415	0.5163397445
416	0.5160050643
417	0.5159016169
418	0.5156624439
419	0.5153904197
420	0.515295963
421	0.5150868286
422	0.5147008113
423	0.5145704407
424	0.5143458563
425	0.5140460157
426	0.5135805153
427	0.5134717687
428	0.513363111
429	0.5132087312
430	0.5130588381
431	0.5128429404
432	0.5125794397
433	0.5124674086
434	0.5123212389
435	0.5121469079
436	0.5118552172
437	0.511708579
438	0.5116046517
439	0.511406094
440	0.5113349877
441	0.5111309125
442	0.5110156407
443	0.5108760629
444	0.510577668
445	0.5103764021
446	0.5102497175
447	0.5101233016
448	0.5099506145
449	0.5099131443
450	0.5096944353
451	0.5096005503
452	0.509273111
453	0.5090858871
454	0.5087811853
455	0.5086855642
456	0.5085674703
457	0.5083215651
458	0.508213432
459	0.5079362276
460	0.5076772531
461	0.5074679716
462	0.5072983867
463	0.5070231234
464	0.5068972913
465	0.5068001384
466	0.5064231311
467	0.5062424609
468	0.5059425031
469	0.505616043
470	0.505258441
471	0.5049937071
472	0.5047944621
473	0.5045867922
474	0.5045245749
475	0.5044548601
476	0.5042986609
477	0.5041513906
478	0.5040288762
479	0.5038855786
480	0.5037830633
481	0.5036183531
482	0.5034130364
483	0.5032103482
484	0.5027986245
485	0.5026665066
486	0.5025371637
487	0.5024798391
488	0.502027752
489	0.5016999875
490	0.5016272405
491	0.5014842457
492	0.5010700426
493	0.5009794115
494	0.5008184421
495	0.500672635
496	0.5005026734
497	0.5003842633
498	0.5001091377
499	0.4999264677
500	0.4998586133
501	0.4995182464
502	0.4994041923
503	0.4991757358
504	0.4991299308
505	0.4989123587
506	0.4987137861
507	0.4985693149
508	0.4980157088
509	0.497911202
510	0.4977226454
511	0.4975902112
512	0.4974210447
513	0.4972475387
514	0.496955416
515	0.4967776241
516	0.4966238937
517	0.4964727854
518	0.4962849338
519	0.4961621018
520	0.4959984731
521	0.4957775463
522	0.4956243631
523	0.4954797657
524	0.4952867827
525	0.4951456238
526	0.4949311039
527	0.494786136
528	0.4946956757
529	0.4944855437
530	0.4944018249
531	0.4942092595
532	0.4939333126
533	0.4936373201
534	0.4935353448
535	0.4933570617
536	0.4930341731
537	0.4928695139
538	0.4927685802
539	0.4925461824
540	0.4924026395
541	0.4922361362
542	0.4920954974
543	0.4919142752
544	0.4917698169
545	0.4916601556
546	0.4915420337
547	0.4913614166
548	0.4912915775
549	0.4911072681
550	0.4910177128
551	0.4908977966
552	0.4907804871
553	0.4906015586
554	0.4904306496
555	0.4903979036
556	0.4902472423
557	0.4900175412
558	0.4897850049
559	0.4895797789
560	0.489411586
561	0.4892537341
562	0.4890355378
563	0.488834358
564	0.4887016221
565	0.4885950582
566	0.4885472706
567	0.4884602346
568	0.4882409552
569	0.488056845
570	0.4879215809
571	0.4878257266
572	0.4876264176
573	0.487426439
574	0.4873159032
575	0.4871371245
576	0.4869312275
577	0.4867573797
578	0.4865647927
579	0.4864663965
580	0.4862429213
581	0.4858375005
582	0.485598745
583	0.4855415749
584	0.4854322899
585	0.4852863342
586	0.4849908792
587	0.4846582231
588	0.4845417484
589	0.4843704361
590	0.4842792029
591	0.4841473227
592	0.4837914647
593	0.4836363117
594	0.4834226899
595	0.4833434044
596	0.4832013369
597	0.4830152905
598	0.4829116567
599	0.4827778107
600	0.4825700125
601	0.4824604378
602	0.4824064876
603	0.48228657
604	0.4820617642
605	0.4819296457
606	0.4816647655
607	0.4815430797
608	0.4813822885
609	0.4810175316
610	0.4808021909
611	0.4806804961
612	0.4805872667
613	0.4803805119
614	0.4801775784
615	0.4800954788
616	0.4798744185
617	0.4797108588
618	0.4796289736
619	0.4795226441
620	0.4794102585
621	0.4791919738
622	0.4790495776
623	0.4787787869
624	0.4787227564
625	0.4786668412
626	0.4785999066
627	0.4784447851
628	0.4782797539
629	0.4781745023
630	0.478141976
631	0.4780397735
632	0.4777770989
633	0.4774330838
634	0.4772929401
635	0.4771229333
636	0.4770063035
637	0.4768879859
638	0.4768362445
639	0.4767145333
640	0.4764795609
641	0.4762673109
642	0.4761401779
643	0.4759617072
644	0.4757596292
645	0.4756937215
646	0.4754888209
647	0.4752894837
648	0.4750595622
649	0.474831613
650	0.4747243235
651	0.4746510322
652	0.4744809512
653	0.474378662
654	0.4742447183
655	0.474132385
656	0.4740206416
657	0.4738108903
658	0.4735308465
659	0.4733865264
660	0.473292639
661	0.4732365634
662	0.473051606
663	0.4729168021
664	0.4728683299
665	0.4727489276
666	0.4725347437
667	0.4722244876
668	0.472058034
669	0.4720106373
670	0.4717575564
671	0.471595832
672	0.4714895673
673	0.4712970189
674	0.4711549229
675	0.4709583923
676	0.4708735331
677	0.470749885
678	0.4706052121
679	0.4704283326
680	0.4702970743
681	0.4702205428
682	0.4697722891
683	0.4696663359
684	0.469432083
685	0.4692164561
686	0.4690572936
687	0.4688660968
688	0.4687737918
689	0.4685776263
690	0.4683649964
691	0.4681171818
692	0.4680541568
693	0.4679865577
694	0.4677297585
695	0.4675804868
696	0.4674522793
697	0.4672756003
698	0.467164647
699	0.4670038542
700	0.466777338
701	0.4665866967
702	0.4664249431
703	0.4663883578
704	0.4662922474
705	0.4662443828
706	0.4661851
707	0.4659869142
708	0.4657107355
709	0.4654010218
710	0.4651240136
711	0.464942797
712	0.4648374041
713	0.4645791136
714	0.4643443875
715	0.4641795593
716	0.4638461926
717	0.4636611489
718	0.463514315
719	0.4633552202
720	0.4632622503
721	0.463179229
722	0.4630815099
723	0.4628950142
724	0.462791306
725	0.462609773
726	0.4623660113
727	0.4622391865
728	0.4620050576
729	0.4618610281
730	0.461722902
731	0.4615904398
732	0.4614770849
733	0.4614462436
734	0.4613968272
735	0.4611418606
736	0.4610867869
737	0.4610025053
738	0.4609014671
739	0.4608393772
740	0.4606626518
741	0.4604851637
742	0.4602781974
743	0.4600678658
744	0.4599042
745	0.4598592126
746	0.4596838242
747	0.4594026281
748	0.4591354079
749	0.4587886521
750	0.4587059835
751	0.4586550465
752	0.4585574192
753	0.4584417905
754	0.4583269815
755	0.4581927771
756	0.4580215
757	0.4578318794
758	0.457681328
759	0.4574566581
760	0.4572724154
761	0.4571149713
762	0.4569440749
763	0.4568069344
764	0.4566553119
765	0.4565062654
766	0.4564042294
767	0.4562072256
768	0.4561156911
769	0.455908483
770	0.4557096813
771	0.4556143306
772	0.4555121837
773	0.45537088
774	0.4551794005
775	0.4550115101
776	0.4548062956
777	0.4546446417
778	0.4545131643
779	0.4544755179
780	0.4543017196
781	0.4542245794
782	0.4540574208
783	0.4537533668
784	0.4537267799
785	0.4536102007
786	0.4534883343
787	0.4533387062
788	0.4532450111
789	0.4530287528
790	0.4528795775
791	0.4527986979
792	0.4526926786
793	0.4525380071
794	0.4523976672
795	0.4522632368
796	0.4521313412
797	0.4519761143
798	0.4518393654
799	0.4517111196
800	0.4514988778
801	0.4513932736
802	0.4511620205
803	0.4510685768
804	0.4508987799
805	0.450770343
806	0.4505328009
807	0.4504433214
808	0.4503018255
809	0.4502090327
810	0.4501622467
811	0.4500261836
812	0.4499383474
813	0.4497661577
814	0.4496212495
815	0.44943934
816	0.4493856361
817	0.4493338078
818	0.4491638295
819	0.4490212741
820	0.4486535367
821	0.4485733243
822	0.4485187944
823	0.448350954
824	0.4480936773
825	0.447950175
826	0.4478748263
827	0.4478268713
828	0.4476444839
829	0.4474701881
830	0.4473609396
831	0.447067732
832	0.4469782928
833	0.446882304
834	0.4467801866
835	0.4464317619
836	0.4463624038
837	0.4462643127
838	0.4459074334
839	0.4457162998
840	0.4456540398
841	0.4454684709
842	0.4452426389
843	0.445046275
844	0.4449374251
845	0.4448224625
846	0.4445977997
847	0.4444698594
848	0.4441845249
849	0.4440782499
850	0.4440421958
851	0.4438719201
852	0.4437884063
853	0.4435109422
854	0.4434616805
855	0.4433957106
856	0.4432337872
857	0.4430863136
858	0.4430050641
859	0.4428611807
860	0.4425954394
861	0.4424734133
862	0.442375133
863	0.4422129015
864	0.4421001136
865	0.4418862202
866	0.441799147
867	0.441546766
868	0.4413848637
869	0.4413219015
870	0.4412489976
871	0.440928249
872	0.4408923857
873	0.4407860869
874	0.4407269911
875	0.4405949246
876	0.440579571
877	0.4404743616
878	0.4404127185
879	0.4403277639
880	0.4401939385
881	0.4399285411
882	0.4399028933
883	0.4398355446
884	0.4397124561
885	0.439389282
886	0.439359231
887	0.4391989303
888	0.4389825497
889	0.4388963201
890	0.438719089
891	0.4385716318
892	0.4384359563
893	0.4382808916
894	0.4382668059
895	0.4381161076
896	0.4379510192
897	0.4378777591
898	0.4378007081
899	0.4377628416
900	0.4377095715
901	0.437592738
902	0.437485821
903	0.4374156951
904	0.4373272689
905	0.4371781027
906	0.4371102629
907	0.4369212643
908	0.4368508529
909	0.4365616936
910	0.4364871085
911	0.4364076068
912	0.4363717234
913	0.4361785809
914	0.4361150522
915	0.4359750794
916	0.4358976233
917	0.4357379211
918	0.4356255786
919	0.4355185972
920	0.4353707516
921	0.4348591946
922	0.4347929067
923	0.4346738769
924	0.4344032716
925	0.4342517348
926	0.4341852308
927	0.4339457878
928	0.4338301861
929	0.4337268163
930	0.433635955
931	0.4335180041
932	0.433429163
933	0.4333234397
934	0.4331721944
935	0.4331317451
936	0.4329845293
937	0.4327386907
938	0.4326161874
939	0.4324224547
940	0.4321037782
941	0.4319518197
942	0.4318174957
943	0.4316833961
944	0.4315373129
945	0.4314499707
946	0.4313990475
947	0.4312977183
948	0.4311704271
949	0.4310229957
950	0.430983862
951	0.4308812977
952	0.4308404605
953	0.4307369338
954	0.4306254769
955	0.4305629417
956	0.4303692862
957	0.4303101673
958	0.4301474191
959	0.4300313778
960	0.4299489076
961	0.4297438509
962	0.4296656016
963	0.4296030087
964	0.4293461991
965	0.4293058775
966	0.429075795
967	0.4289288178
968	0.4288816931
969	0.4287949391
970	0.4287533458
971	0.4285897575
972	0.4283851814
973	0.4281994102
974	0.4280130015
975	0.4279430013
976	0.4277236016
977	0.4275456194
978	0.4274721498
979	0.4273624538
980	0.4272496759
981	0.427132635
982	0.4269947861
983	0.4268789843
984	0.4266836978
985	0.4265334007
986	0.4264205668
987	0.4263593812
988	0.4262501197
989	0.4259462123
990	0.4258390982
991	0.4258042797
992	0.4257294263
993	0.4256033892
994	0.4255144762
995	0.4253462681
996	0.425240229
997	0.4251526752
998	0.4251081836
999	0.4249291578
