iter	Passed	Remaining
696	2191	1266
697	2194	1263
698	2197	1260
699	2201	1257
700	2204	1254
701	2207	1251
702	2210	1248
703	2213	1245
704	2216	1241
705	2219	1238
706	2222	1235
707	2225	1232
708	2228	1228
709	2231	1225
710	2234	1222
711	2237	1219
712	2240	1215
713	2242	1212
714	2245	1209
715	2248	1205
716	2251	1202
717	2254	1199
718	2257	1196
719	2260	1192
720	2263	1189
721	2266	1186
722	2269	1183
723	2272	1180
724	2275	1176
725	2278	1173
726	2281	1170
727	2284	1167
728	2287	1164
729	2290	1160
730	2293	1157
731	2296	1154
732	2299	1151
733	2303	1148
734	2306	1145
735	2309	1142
736	2311	1138
737	2315	1135
738	2318	1132
739	2321	1129
740	2324	1126
741	2327	1122
742	2331	1120
743	2334	1116
744	2337	1113
745	2339	1110
746	2342	1106
747	2345	1103
748	2348	1100
749	2351	1097
750	2354	1094
751	2357	1090
752	2360	1087
753	2364	1084
754	2367	1081
755	2370	1078
756	2373	1075
757	2376	1072
758	2379	1068
759	2382	1065
760	2385	1062
761	2389	1059
762	2391	1056
763	2394	1053
764	2398	1050
765	2401	1047
766	2404	1043
767	2407	1040
768	2410	1037
769	2414	1034
770	2417	1031
771	2420	1028
772	2422	1024
773	2425	1021
774	2429	1018
775	2432	1015
776	2435	1012
777	2438	1009
778	2442	1006
779	2445	1003
780	2448	1000
781	2451	996
782	2454	993
783	2457	990
784	2460	987
785	2463	983
786	2465	980
787	2468	977
788	2471	974
789	2474	970
790	2477	967
791	2480	964
792	2483	961
793	2485	958
794	2489	954
795	2492	951
796	2495	948
797	2498	945
798	2501	942
799	2504	939
800	2506	935
801	2509	932
802	2513	929
803	2516	926
804	2519	923
805	2522	919
806	2525	916
807	2528	913
808	2531	910
809	2535	907
810	2538	904
811	2541	901
812	2544	898
813	2547	895
814	2550	891
815	2553	888
816	2555	885
817	2559	882
818	2562	879
819	2565	875
820	2568	872
821	2570	869
822	2573	866
823	2576	863
824	2579	859
825	2582	856
826	2585	853
827	2588	850
828	2591	847
829	2594	843
830	2597	840
831	2600	837
832	2603	834
833	2605	831
834	2609	828
835	2612	825
836	2615	821
837	2618	818
838	2621	815
839	2624	812
840	2627	809
841	2630	806
842	2634	803
843	2636	799
844	2640	796
845	2642	793
846	2645	790
847	2648	787
848	2650	783
849	2653	780
850	2657	777
851	2659	774
852	2662	771
853	2665	767
854	2668	764
855	2671	761
856	2674	758
857	2678	755
858	2681	752
859	2684	749
860	2687	746
861	2690	742
862	2694	739
863	2696	736
864	2699	733
865	2702	730
866	2706	727
867	2709	724
868	2712	721
869	2715	717
870	2718	714
871	2722	711
872	2725	708
873	2728	705
874	2730	702
875	2733	699
876	2736	695
877	2740	692
878	2743	689
879	2746	686
880	2750	683
881	2752	680
882	2755	677
883	2759	674
884	2762	671
885	2764	667
886	2768	664
887	2771	661
888	2774	658
889	2777	655
890	2780	652
891	2782	648
892	2785	645
893	2788	642
894	2791	639
895	2795	636
896	2797	633
897	2800	630
898	2804	626
899	2807	623
900	2810	620
901	2813	617
902	2815	614
903	2818	611
904	2821	608
905	2824	604
906	2827	601
907	2830	598
908	2833	595
909	2836	592
910	2840	589
911	2843	586
912	2846	583
913	2849	579
914	2852	576
915	2855	573
916	2858	570
917	2861	567
918	2864	564
919	2867	560
920	2870	557
921	2873	554
922	2876	551
923	2879	548
924	2881	545
925	2885	542
926	2888	539
927	2890	535
928	2893	532
929	2896	529
930	2899	526
931	2902	523
932	2905	520
933	2908	516
934	2911	513
935	2914	510
936	2917	507
937	2920	504
938	2923	501
939	2926	498
940	2929	494
941	2932	491
942	2935	488
943	2938	485
944	2941	482
945	2944	479
946	2947	476
947	2950	473
948	2953	469
949	2956	466
950	2959	463
951	2962	460
952	2964	457
953	2968	454
954	2971	451
955	2973	447
956	2976	444
957	2980	441
958	2983	438
959	2986	435
960	2988	432
961	2991	429
962	2994	426
963	2997	422
964	3001	419
965	3006	416
966	3009	413
967	3012	410
968	3015	407
969	3018	404
970	3021	401
971	3024	398
972	3027	395
973	3029	391
974	3033	388
975	3036	385
976	3039	382
977	3042	379
978	3045	376
979	3048	373
980	3051	370
981	3054	367
982	3057	363
983	3060	360
984	3063	357
985	3066	354
986	3070	351
987	3072	348
988	3075	345
989	3078	342
990	3081	338
991	3084	335
992	3087	332
993	3090	329
994	3094	326
995	3097	323
996	3100	320
997	3103	317
998	3106	314
999	3109	310
1000	3111	307
1001	3115	304
1002	3118	301
1003	3121	298
1004	3124	295
1005	3127	292
1006	3130	289
1007	3133	286
1008	3136	282
1009	3139	279
1010	3142	276
1011	3145	273
1012	3149	270
1013	3152	267
1014	3155	264
1015	3158	261
1016	3161	258
1017	3165	254
1018	3168	251
1019	3171	248
1020	3174	245
1021	3178	242
1022	3181	239
1023	3184	236
1024	3188	233
1025	3191	230
1026	3194	227
1027	3198	223
1028	3201	220
1029	3203	217
1030	3206	214
1031	3209	211
1032	3212	208
1033	3216	205
1034	3219	202
1035	3221	199
1036	3224	195
1037	3227	192
1038	3230	189
1039	3233	186
1040	3236	183
1041	3239	180
1042	3242	177
1043	3246	174
1044	3249	171
1045	3252	167
1046	3255	164
1047	3258	161
1048	3262	158
1049	3265	155
1050	3268	152
1051	3271	149
1052	3275	146
1053	3278	143
1054	3281	139
1055	3284	136
1056	3287	133
1057	3290	130
1058	3294	127
1059	3297	124
1060	3300	121
1061	3303	118
1062	3306	115
1063	3311	112
1064	3315	108
1065	3318	105
1066	3321	102
1067	3325	99
1068	3328	96
1069	3331	93
1070	3334	90
1071	3337	87
1072	3340	84
1073	3343	80
1074	3346	77
1075	3349	74
1076	3352	71
1077	3356	68
1078	3360	65
1079	3363	62
1080	3367	59
1081	3369	56
1082	3373	52
1083	3376	49
1084	3381	46
1085	3385	43
1086	3388	40
1087	3391	37
1088	3394	34
1089	3397	31
1090	3401	28
1091	3404	24
1092	3407	21
1093	3410	18
1094	3413	15
1095	3416	12
1096	3418	9
1097	3422	6
1098	3425	3
1099	3428	0
