iter	MultiClass
298	0.6051788399
299	0.6050351059
300	0.6048915849
301	0.6047492802
302	0.604662593
303	0.6045153245
304	0.6043365073
305	0.6041527946
306	0.6040321429
307	0.6039307984
308	0.6038026414
309	0.6036868159
310	0.6035183238
311	0.6033938574
312	0.6032755291
313	0.6031326073
314	0.6030334261
315	0.6028873229
316	0.6027535976
317	0.6026187868
318	0.6024149671
319	0.6022450067
320	0.6021018915
321	0.6019380785
322	0.6017778558
323	0.6016985951
324	0.6015279841
325	0.6014395734
326	0.601312644
327	0.6011781689
328	0.6010344131
329	0.6009056798
330	0.6007326477
331	0.6005606747
332	0.6004432328
333	0.600348746
334	0.6002674606
335	0.6001519154
336	0.6000022306
337	0.5998603554
338	0.5997390242
339	0.5996113972
340	0.5995025957
341	0.5993478153
342	0.5991688513
343	0.5990750944
344	0.5989066297
345	0.5987746353
346	0.5986248904
347	0.5985106574
348	0.5984032748
349	0.5983081521
350	0.5981765891
351	0.5980702343
352	0.5979646025
353	0.5978712165
354	0.5977786002
355	0.5976364735
356	0.5975310786
357	0.5974056898
358	0.5972654453
359	0.5971511839
360	0.5970313135
361	0.5969129624
362	0.5968471168
363	0.5967303788
364	0.5966173644
365	0.5965242783
366	0.5963620095
367	0.5962399506
368	0.5960923052
369	0.5959598468
370	0.5958666058
371	0.5957729737
372	0.5956385778
373	0.5955650388
374	0.595409604
375	0.5953314136
376	0.5952399211
377	0.5951069417
378	0.5949988539
379	0.5948753201
380	0.5947640464
381	0.5946613411
382	0.5945946326
383	0.5945050533
384	0.5944007098
385	0.5942739735
386	0.5941443552
387	0.5940243041
388	0.5938886489
389	0.5937853238
390	0.5936810147
391	0.5935950338
392	0.5935069113
393	0.5934033985
394	0.5933042988
395	0.5931773878
396	0.5930307945
397	0.5929282981
398	0.5928285565
399	0.5926576497
400	0.5925425974
401	0.5924429176
402	0.5923522671
403	0.5922517525
404	0.5921435509
405	0.592072339
406	0.5919453238
407	0.5918712572
408	0.5917765404
409	0.5916995763
410	0.5916371167
411	0.5915276604
412	0.591443417
413	0.5913502555
414	0.5912831121
415	0.5912123498
416	0.5911019543
417	0.5910081897
418	0.5909570946
419	0.5908648394
420	0.5907592554
421	0.5906579843
422	0.5905569622
423	0.59047233
424	0.5903792591
425	0.5903176888
426	0.5902363934
427	0.5901258719
428	0.5900376678
429	0.5899304797
430	0.5898562167
431	0.5897513551
432	0.5896573545
433	0.5895589682
434	0.5894387677
435	0.5893327962
436	0.5892288408
437	0.5891492703
438	0.5890686043
439	0.5889859103
440	0.5889197403
441	0.5888203065
442	0.5887201189
443	0.588613853
444	0.5885499336
445	0.5884622475
446	0.5883796847
447	0.5883201408
448	0.5882529732
449	0.5881248708
450	0.5880312746
451	0.5879260854
452	0.5878669571
453	0.587773482
454	0.5876268862
455	0.587572667
456	0.5875327029
457	0.5874494386
458	0.5873843783
459	0.587323766
460	0.5872162424
461	0.5871355651
462	0.5870679071
463	0.5869857598
464	0.5869291038
465	0.5868182765
466	0.5867463241
467	0.5866779732
468	0.5865815537
469	0.5865067152
470	0.5864066082
471	0.5863293558
472	0.5862374784
473	0.5861609666
474	0.5861048784
475	0.5859930352
476	0.5858839381
477	0.5857969863
478	0.5857058611
479	0.5856360965
480	0.5855007904
481	0.585416504
482	0.5852959241
483	0.5851946205
484	0.585142246
485	0.5850799459
486	0.5850181772
487	0.5849399652
488	0.5848756804
489	0.5848159962
490	0.5847131578
491	0.5846589209
492	0.5846168639
493	0.5845544484
494	0.5844863858
495	0.5844072258
496	0.5843573717
497	0.5842848475
498	0.5841999292
499	0.5841355684
500	0.584067196
501	0.5840083557
502	0.5839397428
503	0.5838784333
504	0.5837292432
505	0.5836192722
506	0.5835412664
507	0.5834485455
508	0.5833846172
509	0.5833022676
510	0.5832403079
511	0.5831801026
512	0.5831103049
513	0.5830607122
514	0.5829780898
515	0.5829014979
516	0.5828530329
517	0.5827463405
518	0.5826761251
519	0.58262985
520	0.5825704247
521	0.5824945915
522	0.5824091288
523	0.5823450685
524	0.5822778993
525	0.5822137935
526	0.5821517764
527	0.5819872037
528	0.5819045392
529	0.5818313502
530	0.5817754325
531	0.5817024493
532	0.5816584009
533	0.5815834122
534	0.5815236644
535	0.5814301494
536	0.5813709162
537	0.5812890696
538	0.5812077046
539	0.5811573687
540	0.5810078518
541	0.5809520129
542	0.5809094312
543	0.5808435122
544	0.5807883198
545	0.5807366838
546	0.5806751507
547	0.5806216412
548	0.580565902
549	0.580509819
550	0.5804592858
551	0.5803929131
552	0.5803568774
553	0.5803058245
554	0.5802586249
555	0.5802021665
556	0.5801428616
557	0.5800824874
558	0.5799796083
559	0.5799404406
560	0.579888115
561	0.5798415934
562	0.5797746105
563	0.5797294328
564	0.5795769923
565	0.5794650528
566	0.5794159443
567	0.5793405969
568	0.5792660802
569	0.5792384478
570	0.5791789413
571	0.5791233359
572	0.5790663849
573	0.5790217675
574	0.5789371154
575	0.5788686802
576	0.578755817
577	0.5786131379
578	0.5785573904
579	0.5785115757
580	0.5784734651
581	0.5783961048
582	0.5783535476
583	0.5783032254
584	0.5782770492
585	0.578207655
586	0.5780645571
587	0.5780000556
588	0.5779525069
589	0.5778713304
590	0.5778213812
591	0.5777800183
592	0.5777237136
593	0.5776830164
594	0.5776309856
595	0.5775520026
596	0.5774594207
597	0.5774211356
598	0.5773564853
599	0.5773013985
600	0.5772482161
601	0.5771911306
602	0.577137156
603	0.5770962352
604	0.5769763342
605	0.5769213628
606	0.5768439144
607	0.5768019499
608	0.5767107224
609	0.5766736124
610	0.5765872881
611	0.5764949104
612	0.5764481286
613	0.5763992406
614	0.5763275185
615	0.5762449818
616	0.5761942448
617	0.5761355359
618	0.5760965721
619	0.5760410683
620	0.5759143232
621	0.5758265234
622	0.5757738626
623	0.5757360913
624	0.5756949794
625	0.5756567217
626	0.5756200812
627	0.57554141
628	0.5754966476
629	0.5753996155
630	0.575354975
631	0.5753147164
632	0.5752614575
633	0.5751914054
634	0.5751123932
635	0.5750469653
636	0.5750008397
637	0.5749647622
638	0.57489307
639	0.5748540443
640	0.5748210599
641	0.5747177993
642	0.5746750363
643	0.5746151724
644	0.5745524379
645	0.574501004
646	0.5744445449
647	0.5744004678
648	0.5743352713
649	0.5742666035
650	0.574225724
651	0.57417624
652	0.5740716333
653	0.573965217
654	0.5739310804
655	0.5738642372
656	0.5738147526
657	0.5737802322
658	0.5737493572
659	0.5736984388
660	0.573670309
661	0.5736214905
662	0.5735474592
663	0.5734893065
664	0.5734398296
665	0.573373381
666	0.5733348737
667	0.5732985414
668	0.5732493632
669	0.5731607084
670	0.5731179023
671	0.5730298403
672	0.5729913783
673	0.5729192092
674	0.5728698455
675	0.5728242119
676	0.5727627094
677	0.5726961071
678	0.5726336641
679	0.5725296038
680	0.572497619
681	0.5724550036
682	0.5723916002
683	0.5723572456
684	0.5722918236
685	0.5722091481
686	0.5720936162
687	0.5720630037
688	0.5720236452
689	0.5719166079
690	0.5718834435
691	0.5717689811
692	0.5716980839
693	0.5716690879
694	0.5716403498
695	0.571583343
696	0.5715302306
697	0.5714929816
698	0.571404366
699	0.5713628841
700	0.5713201588
701	0.5712823997
702	0.571238562
703	0.5712151642
704	0.571163599
705	0.5711334291
706	0.5710508894
707	0.5709973144
708	0.5709437218
709	0.5708785671
710	0.5708559674
711	0.5707964232
712	0.5707519659
713	0.5706806314
714	0.5705396812
715	0.5704827251
716	0.5704337906
717	0.5703288254
718	0.5702801827
719	0.5702165593
720	0.5701727407
721	0.5701414663
722	0.5701095702
723	0.5700350482
724	0.5699792048
725	0.5699542785
726	0.5699022407
727	0.5698239619
728	0.5697807578
729	0.5697456031
730	0.569715454
731	0.5696808098
732	0.5696353233
733	0.5695962478
734	0.5695346545
735	0.569500107
736	0.5694485815
737	0.5693945016
738	0.5693042184
739	0.5692713775
740	0.5692257131
741	0.5691735819
742	0.5691348367
743	0.5690920302
744	0.5690513898
745	0.5690309241
746	0.568980399
747	0.5689417216
748	0.5689147972
749	0.5688557437
750	0.5687654454
751	0.5687123275
752	0.5686802139
753	0.5685597948
754	0.5684955403
755	0.5684648197
756	0.5684416801
757	0.5683924351
758	0.5683561153
759	0.5682528191
760	0.5681680211
761	0.5681298312
762	0.5680752162
763	0.5680453627
764	0.567954297
765	0.5679034904
766	0.56783692
767	0.5678016394
768	0.5677218183
769	0.567672877
770	0.5676151339
771	0.5675616589
772	0.5675089837
773	0.5674634097
774	0.5674346516
775	0.5673954354
776	0.567335925
777	0.5672992426
778	0.5672335075
779	0.5671375827
780	0.5670594096
781	0.566984463
782	0.5669315584
783	0.5669055792
784	0.5668749783
785	0.566851712
786	0.5668249066
787	0.5667718399
788	0.5667486792
789	0.5667039675
790	0.5666606799
791	0.5666402192
792	0.5665875994
793	0.5665147841
794	0.5664759057
795	0.566455191
796	0.5664310686
797	0.5663703001
798	0.5663422235
799	0.5662986272
800	0.5662564227
801	0.5662182191
802	0.566187046
803	0.5661516422
804	0.566085369
805	0.5659719567
806	0.5659446121
807	0.5658682674
808	0.565821069
809	0.5657734566
810	0.5657227078
811	0.5656994938
812	0.5656733043
813	0.5655987314
814	0.5655740913
815	0.565511984
816	0.5654728386
817	0.5654396986
818	0.5653888875
819	0.5653434135
820	0.5653049993
821	0.565254356
822	0.5652161701
823	0.5651610479
824	0.5651234889
825	0.5650827203
826	0.565063741
827	0.5650189749
828	0.5649769996
829	0.5649024972
830	0.5648741174
831	0.5648181159
832	0.5647528158
833	0.5647218131
834	0.5646751377
835	0.5646351241
836	0.5645572831
837	0.5645234496
838	0.5645019841
839	0.5643674788
840	0.5643425611
841	0.5643172542
842	0.5642928458
843	0.5642482289
844	0.564215598
845	0.5641916297
846	0.5641064699
847	0.5640726324
848	0.5640321154
849	0.5639019514
850	0.5638759179
851	0.563837928
852	0.5637170316
853	0.5636902458
854	0.5636319632
855	0.5636018129
856	0.5635637013
857	0.5635253757
858	0.5634811442
859	0.5634065263
860	0.563358418
861	0.5632768556
862	0.5632294868
863	0.5631827086
864	0.5631539908
865	0.5630925519
866	0.5630449494
867	0.5630235988
868	0.5629902693
869	0.5629553701
870	0.562916978
871	0.5628862441
872	0.5627816777
873	0.5627264231
874	0.5626405978
875	0.5625781336
876	0.5625121868
877	0.5624777247
878	0.5624447081
879	0.5624154747
880	0.562344703
881	0.5623007238
882	0.5622420997
883	0.5622019334
884	0.5621686427
885	0.5621313963
886	0.5620787454
887	0.5620288071
888	0.5619947729
889	0.56193373
890	0.5619175876
891	0.5618939274
892	0.561832184
893	0.561730876
894	0.5617096693
895	0.5616466025
896	0.561609956
897	0.5615829048
898	0.5615250366
899	0.5614935486
900	0.5614625049
901	0.5614170972
902	0.5613865557
903	0.5613216714
904	0.5612173973
905	0.5611370965
906	0.5611225793
907	0.5610759369
908	0.5610306212
909	0.5609105072
910	0.5608646963
911	0.5608407692
912	0.5608038535
913	0.560694394
914	0.5606545619
915	0.5605880821
916	0.5605664544
917	0.5605097619
918	0.5604655242
919	0.5603683677
920	0.5603065919
921	0.5602245039
922	0.5601644904
923	0.5601117985
924	0.560064112
925	0.5600415363
926	0.5600221964
927	0.5598910489
928	0.5598548887
929	0.5597485683
930	0.5597137586
931	0.5596656899
932	0.559630681
933	0.5596021331
934	0.5595711854
935	0.5595236472
936	0.5594443855
937	0.5594088636
938	0.559385785
939	0.559320896
940	0.5592961589
941	0.5592144698
942	0.5591846189
943	0.5591562712
944	0.559129458
945	0.5590617372
946	0.5590386678
947	0.5589664639
948	0.5589363832
949	0.5589003724
950	0.5588650412
951	0.5588324564
952	0.5587824017
953	0.558741653
954	0.5586906921
955	0.5586609688
956	0.5585888426
957	0.558559625
958	0.5584773875
959	0.5584164047
960	0.5583917923
961	0.5583504259
962	0.5583211355
963	0.5582818949
964	0.5582285814
965	0.5581909437
966	0.5581575774
967	0.558123055
968	0.5580997032
969	0.5580378805
970	0.5580094388
971	0.5579818828
972	0.5579485368
973	0.5579385053
974	0.5578681996
975	0.557842597
976	0.5577808007
977	0.5577210634
978	0.5576845925
979	0.5576390122
980	0.5575540205
981	0.5575177311
982	0.5574960564
983	0.5574763988
984	0.5574022526
985	0.5573553066
986	0.5573176816
987	0.557270054
988	0.5572194229
989	0.5572030704
990	0.5571790104
991	0.557122746
992	0.5570891875
993	0.5570413013
994	0.5570046203
995	0.5569807024
996	0.5569262847
997	0.5568757907
998	0.5568284931
999	0.5567544216
1000	0.5567226664
1001	0.5566730492
1002	0.5566366064
1003	0.5565778684
1004	0.5565434629
1005	0.5564947316
1006	0.5564520487
1007	0.5564115738
1008	0.556364794
1009	0.5563274375
1010	0.556294866
1011	0.5562308215
1012	0.5561884297
1013	0.5561383353
1014	0.5560764928
1015	0.5560612517
1016	0.5560472292
1017	0.5559226542
1018	0.5558861081
1019	0.5558252008
1020	0.5558000139
1021	0.555770678
1022	0.5557456952
1023	0.5556613191
1024	0.5555732481
1025	0.5555433557
1026	0.5555162727
1027	0.5554730649
1028	0.5554304144
1029	0.555402114
1030	0.5553087743
1031	0.5552089538
1032	0.5551613647
1033	0.555126628
1034	0.5551066143
1035	0.5550721661
1036	0.555033007
1037	0.5549839043
1038	0.5549513656
1039	0.554907934
1040	0.5548664121
1041	0.5548334874
1042	0.5547568816
1043	0.5547294597
1044	0.5546894582
1045	0.5546195287
1046	0.5545896265
1047	0.5545447693
1048	0.5545160024
1049	0.5544756149
1050	0.5544565079
1051	0.5544247799
1052	0.5543898111
1053	0.5543666471
1054	0.5542692001
1055	0.5542514229
1056	0.5542304589
1057	0.5541925607
1058	0.554154975
1059	0.5540985437
1060	0.5540585473
1061	0.554030587
1062	0.5539813554
1063	0.5538701423
1064	0.5538001554
1065	0.5537714987
1066	0.5537351532
1067	0.5536680901
1068	0.5536069571
1069	0.5535578877
1070	0.5535022336
1071	0.5534485003
1072	0.553423621
1073	0.5534063487
1074	0.5533479955
1075	0.5532757935
1076	0.5532508847
1077	0.5532081308
1078	0.5531797714
1079	0.5530855091
1080	0.5530638734
1081	0.5529711536
1082	0.5529337993
1083	0.5527981704
1084	0.5527742502
1085	0.5527339077
1086	0.5527011347
1087	0.5526610619
1088	0.5526162411
1089	0.5525684088
1090	0.552543379
1091	0.5525108232
1092	0.5524504058
1093	0.552394568
1094	0.5523711176
1095	0.5523337411
1096	0.5523193798
1097	0.5522263785
1098	0.552164938
1099	0.5521417008
