iter	Passed	Remaining
801	2635	979
802	2638	975
803	2641	972
804	2645	969
805	2648	966
806	2651	962
807	2655	959
808	2658	956
809	2660	952
810	2663	949
811	2668	946
812	2671	942
813	2674	939
814	2677	936
815	2680	932
816	2683	929
817	2686	926
818	2689	922
819	2692	919
820	2695	916
821	2698	912
822	2701	909
823	2705	906
824	2709	903
825	2711	899
826	2715	896
827	2718	892
828	2721	889
829	2724	886
830	2727	883
831	2731	879
832	2735	876
833	2739	873
834	2742	870
835	2745	867
836	2749	863
837	2752	860
838	2755	857
839	2758	853
840	2761	850
841	2764	847
842	2768	843
843	2771	840
844	2775	837
845	2778	834
846	2782	831
847	2785	827
848	2787	824
849	2790	820
850	2793	817
851	2797	814
852	2800	811
853	2803	807
854	2806	804
855	2809	800
856	2812	797
857	2815	794
858	2818	790
859	2821	787
860	2824	784
861	2828	780
862	2833	778
863	2836	774
864	2839	771
865	2842	768
866	2845	764
867	2848	761
868	2850	757
869	2854	754
870	2857	751
871	2861	748
872	2864	744
873	2868	741
874	2871	738
875	2875	735
876	2878	731
877	2882	728
878	2886	725
879	2889	722
880	2891	718
881	2895	715
882	2899	712
883	2902	709
884	2905	705
885	2907	702
886	2911	699
887	2913	695
888	2916	692
889	2919	688
890	2923	685
891	2926	682
892	2930	679
893	2933	675
894	2936	672
895	2939	669
896	2943	666
897	2945	662
898	2949	659
899	2952	656
900	2955	652
901	2959	649
902	2962	646
903	2967	643
904	2970	640
905	2973	636
906	2977	633
907	2980	630
908	2983	626
909	2986	623
910	2989	620
911	2992	616
912	2996	613
913	2999	610
914	3002	607
915	3005	603
916	3009	600
917	3012	597
918	3016	594
919	3019	590
920	3022	587
921	3025	584
922	3029	580
923	3032	577
924	3035	574
925	3038	570
926	3042	567
927	3045	564
928	3048	561
929	3053	558
930	3056	554
931	3060	551
932	3064	548
933	3067	545
934	3070	541
935	3073	538
936	3076	535
937	3080	532
938	3083	528
939	3086	525
940	3089	522
941	3093	518
942	3096	515
943	3099	512
944	3102	508
945	3106	505
946	3109	502
947	3112	499
948	3115	495
949	3118	492
950	3121	489
951	3125	485
952	3129	482
953	3132	479
954	3135	476
955	3138	472
956	3141	469
957	3144	466
958	3147	462
959	3152	459
960	3155	456
961	3159	453
962	3162	449
963	3165	446
964	3169	443
965	3173	440
966	3176	436
967	3181	433
968	3184	430
969	3187	427
970	3191	423
971	3194	420
972	3197	417
973	3200	414
974	3204	410
975	3207	407
976	3210	404
977	3214	400
978	3217	397
979	3220	394
980	3224	391
981	3227	387
982	3230	384
983	3233	381
984	3237	377
985	3240	374
986	3244	371
987	3247	368
988	3251	364
989	3254	361
990	3257	358
991	3261	355
992	3264	351
993	3268	348
994	3271	345
995	3275	342
996	3278	338
997	3282	335
998	3284	332
999	3288	328
1000	3291	325
1001	3295	322
1002	3298	318
1003	3301	315
1004	3304	312
1005	3308	309
1006	3312	305
1007	3315	302
1008	3318	299
1009	3338	297
1010	3341	294
1011	3344	290
1012	3347	287
1013	3350	284
1014	3355	280
1015	3358	277
1016	3361	274
1017	3364	270
1018	3367	267
1019	3371	264
1020	3374	261
1021	3378	257
1022	3380	254
1023	3383	251
1024	3388	247
1025	3391	244
1026	3395	241
1027	3398	238
1028	3401	234
1029	3406	231
1030	3409	228
1031	3413	224
1032	3416	221
1033	3420	218
1034	3423	214
1035	3426	211
1036	3429	208
1037	3432	205
1038	3435	201
1039	3438	198
1040	3442	195
1041	3445	191
1042	3448	188
1043	3451	185
1044	3454	181
1045	3457	178
1046	3461	175
1047	3464	171
1048	3467	168
1049	3471	165
1050	3474	162
1051	3477	158
1052	3481	155
1053	3484	152
1054	3488	148
1055	3492	145
1056	3495	142
1057	3498	138
1058	3501	135
1059	3504	132
1060	3508	128
1061	3511	125
1062	3514	122
1063	3518	119
1064	3521	115
1065	3525	112
1066	3528	109
1067	3531	105
1068	3535	102
1069	3539	99
1070	3542	95
1071	3545	92
1072	3549	89
1073	3553	86
1074	3557	82
1075	3560	79
1076	3564	76
1077	3568	72
1078	3571	69
1079	3575	66
1080	3578	62
1081	3582	59
1082	3586	56
1083	3590	52
1084	3593	49
1085	3596	46
1086	3600	43
1087	3604	39
1088	3607	36
1089	3610	33
1090	3614	29
1091	3617	26
1092	3622	23
1093	3625	19
1094	3628	16
1095	3632	13
1096	3635	9
1097	3639	6
1098	3642	3
1099	3645	0
