User Rating Count,Price,Age Rating,Size,Original Release Date,Current Version Release Date,Rate,game_age,last_update,maintaning_period,purchases_count,lowest_purchase,highest_purchase,average_purchase,name_word_count,name_sia,sub_word_count,sub_sia,desc_word_count,excitement_score,attractive_score,dev_freq,dev_avg,icon_objects,Icon1,Icon2,Icon3,Icon4,Icon5,Icon6,Icon7,Icon8,lowest_review,highest_review,average_review
205,5.99,4.0,298156032,735914.0,737210.0,2,2747.0,1451.0,1296.0,1,0.0,0.0,0.0,1,0.0,1,0.0,410,0.16799999999999998,0.0,1,1.5046544558940846,298.0,0.13174631389342903,0.21085609765340285,0.015924753612504096,0.12487973743908852,-0.18291226836906355,0.07880746081333441,-0.09907207375575301,0.11341055434260372,0.8655,0.9754,0.9134625000000001
9,0.0,4.0,29981696,736620.0,736755.0,1,2041.0,1906.0,135.0,1,0.0,0.0,0.0,2,0.0,5,0.0,60,0.188,0.0,1,1.5046544558940846,211.0,-0.023395974780047485,-0.31519724692809553,0.08554045530078516,0.2764796316704725,0.2708033864194851,0.031155693679549505,-0.12127745334854524,-0.02383791826186433,0.0,0.8456,0.4709666666666667
12,1.99,4.0,223058944,734544.0,736780.0,1,4117.0,1881.0,2236.0,1,0.0,0.0,0.0,3,0.0,4,0.0,85,0.14100000000000001,0.0,1,1.5046544558940846,1114.0,-0.05638776012191671,-0.2595937589900472,0.20719060577536103,0.21930174098830651,-0.012218301813789814,0.01642210099645038,-0.15503300456114777,0.11871169530136474,-0.4215,0.9915,0.6895285714285714
6,0.0,4.0,49547264,735222.0,736300.0,1,3439.0,2361.0,1078.0,1,0.99,0.99,0.99,3,0.825,1,0.0,127,0.356,0.0,1,1.5046544558940846,1744.0,-0.2013111460437376,0.014205361768083832,0.07311364196597925,0.19471081882903424,-0.10597579394734002,0.05738940804996939,-0.2670877716649364,0.16094241332020948,0.1779,0.8689,0.511225
59,0.0,4.0,24093696,735674.0,737045.0,1,2987.0,1616.0,1371.0,1,0.0,0.0,0.0,2,0.0,1,0.0,107,0.311,0.0,5,1.5266672657382379,1844.0,0.06030726944692452,-0.011251946332222347,-0.05073092812332319,-0.04276783727630863,0.15079190517865626,-0.005110152676886593,-0.005417146936203817,0.0412104059519738,-0.4472,0.9875,0.5371111111111112
21934,0.0,12.0,186245120,735492.0,737181.0,2,3169.0,1480.0,1689.0,10,4.99,99.99,21.990000000000002,2,0.0,4,0.0,292,0.218,0.005952380952380952,1,1.5046544558940846,1853.0,-0.3079865608866896,0.13083910130196336,0.04568640970662109,0.05318677610813265,-0.04863844828566753,-0.046084815789758884,0.06140950385907051,-0.17781476876025729,-0.8836,0.9903,0.9605375
157,0.0,4.0,339637248,736681.0,737224.0,2,1980.0,1437.0,543.0,3,3.99,5.99,5.323333333333333,3,0.0,3,0.0,203,0.299,0.0037735849056603774,5,1.6549957860680806,5366.0,-0.34378051883899263,0.12828595251930103,-0.029770556829257416,-0.059993834310631836,0.027166801593680193,0.016588177950552962,-0.053597723003910455,0.05432559722864265,0.0,0.9819,0.71769
16,3.99,9.0,19463168,736661.0,736676.0,2,2000.0,1985.0,15.0,1,0.0,0.0,0.0,6,0.674,1,0.0,106,0.264,0.0,6,1.3840686866925278,573.0,0.5767707932059436,-0.18861097599986162,-0.06388605860009083,-0.020084048495538145,0.022303930441419914,0.3624376906858441,0.027291093381284492,-0.06581106851789456,0.2732,0.987,0.6888222222222222
14,0.0,9.0,14385152,735324.0,736446.0,2,3337.0,2215.0,1122.0,10,0.99,8.99,3.2900000000000005,3,0.0,1,0.0,84,0.27,0.0,2,1.6388570863658862,3496.0,0.27045119704494425,0.1093409541823407,-0.18744912252456727,-0.0052124626232985215,0.0764472865112035,0.007483132928407256,0.07955760863994008,-0.011557887241695292,0.0772,0.9638,0.5910500000000001
24,0.0,4.0,104600576,734647.0,737124.0,1,4014.0,1537.0,2477.0,1,0.0,0.0,0.0,1,0.0,3,0.0,208,0.07200000000000001,0.0,2,1.3498065889908903,2103.0,-0.26166658096705014,-0.0949339520976899,-0.05078306604534169,-0.07798363436616443,-0.1434123331273254,0.048518577734462914,-0.0033317217220510684,-0.0717191377646551,-0.3612,0.9657,0.7980399999999999
424,11.99,12.0,2547534848,737046.0,737179.0,2,1615.0,1482.0,133.0,1,0.0,0.0,0.0,1,0.0,5,0.0,308,0.135,0.0026455026455026454,4,1.6495118239374542,6131.0,-0.31893748408761724,0.038911391398876144,-0.12234872100705207,-0.049638551108405815,0.04271523287100027,-0.011470283978522337,-0.033225233101230045,0.023623146905653744,-0.533,0.9917,0.9356000000000001
2960,0.0,4.0,189554688,735626.0,737231.0,2,3035.0,1430.0,1605.0,10,2.99,14.99,5.590000000000001,5,0.0,5,0.0,424,0.334,0.002079002079002079,5,1.5908315259031593,5027.0,-0.07033601349462562,0.09105088194412742,-0.12582244558248493,-0.011516688088875779,-0.08149855676257053,-0.09881213332881586,-0.03989700938449571,-0.08382012292628245,-0.9019,0.9962,0.83301
272,1.99,4.0,20567040,736647.0,736679.0,2,2014.0,1982.0,32.0,1,0.0,0.0,0.0,2,0.0,6,0.0,103,0.219,0.0,1,1.5046544558940846,1883.0,0.7516266098168242,0.1420210300479587,0.024935099779512693,-0.02704197358677085,0.08249296726648463,0.1361680683090725,-0.06709101583212512,0.04905984680373422,0.2732,0.9925,0.7716800000000001
648,0.0,12.0,1866854400,737273.0,737273.0,2,1388.0,1388.0,0.0,10,2.99,99.99,34.089999999999996,1,0.0,3,0.623,214,0.22899999999999998,0.0,2,1.4943318376783883,5411.0,-0.26570191488819567,-0.116087614543505,-0.20793071483180534,-0.06294296291456962,0.08531244292573867,-0.04253792968406224,-0.003354502570119454,0.009573683110753893,-0.7354,0.9912,0.5657000000000001
72,0.0,4.0,87182336,735779.0,736496.0,2,2882.0,2165.0,717.0,1,1.99,1.99,1.99,8,0.0,5,0.452,162,0.238,0.004901960784313725,4,1.6495118239374542,5880.0,-0.267497642566819,-0.10413829239573821,-0.19527339311621644,-0.013309533708637716,-0.0456858132580941,-0.033559997590798835,-0.004865339990168607,0.05253920009550074,0.8074,0.978,0.9627666666666667
62,0.0,12.0,65179648,736048.0,736094.0,1,2613.0,2567.0,46.0,1,0.0,0.0,0.0,6,0.8959999999999999,1,0.0,631,0.20800000000000002,0.002652519893899204,6,1.3287666487205556,3101.0,-0.22451472913259096,0.07918441540483431,-0.12330114629219119,0.24401379903359016,0.07073604684053084,-0.07398911726828637,-0.03397630525652053,-0.13663420543612545,-0.6705,0.8221,0.32531
827,2.99,12.0,173205504,734568.0,737268.0,1,4093.0,1393.0,2700.0,6,1.99,1.99,1.99,3,0.565,1,0.0,127,0.167,0.0,19,1.252162728110682,2268.0,-0.13761746233264133,-0.002289771345479066,-0.03659875012581868,-0.005718206389747762,-0.19892661813330553,-0.05372048690739117,-0.09137970257679123,0.05641032945854617,-0.9064,0.6571,0.14213
2072,0.0,4.0,62636032,735010.0,736836.0,1,3651.0,1825.0,1826.0,10,4.99,99.99,34.989999999999995,4,0.565,3,0.565,119,0.312,0.007246376811594203,1,1.5046544558940846,2297.0,0.12942479915800836,0.13229268479332038,-0.24448685893178,0.13736899343612496,0.08841230097109339,-0.04898956947743932,0.04893622069651323,0.03459304861039876,-0.8074,0.9329,0.5476111111111112
8545,0.0,12.0,85752832,734317.0,737273.0,2,4344.0,1388.0,2956.0,3,3.99,7.99,6.656666666666666,3,0.0,4,0.762,216,0.23700000000000002,0.0,1,1.5046544558940846,304.0,0.7437443571730521,0.0831208406225536,0.14198520934360154,-0.023676501439651998,0.0751028421875951,0.05227981635928494,0.0824440505179388,0.07018602110312228,0.161,0.9904,0.95228
1861,0.0,12.0,90400768,736009.0,736808.0,2,2652.0,1853.0,799.0,9,1.99,14.99,5.8788888888888895,4,0.556,4,0.583,127,0.355,0.0,1,1.5046544558940846,2402.0,0.4195412243786726,0.06664930922886358,-0.15424397139598953,-0.027984779366776957,-0.016799097487226824,0.06799621654945306,0.06921911080286122,0.018808040003600986,-0.5747,0.9916,0.56712
14073,0.0,9.0,115074048,733511.0,737264.0,1,5150.0,1397.0,3753.0,10,2.99,99.99,26.790000000000003,3,0.0,3,0.0,366,0.198,0.0,2,1.4943318376783883,1211.0,0.35119689244695085,0.0031396619395180486,-0.0946723663766028,0.005314184928961779,-0.04494478854953153,0.2844882485225985,0.03394063738400491,-0.1163468371630742,0.5574,0.9983,0.9715454545454544
20527,4.99,9.0,800476160,736585.0,737131.0,2,2076.0,1530.0,546.0,10,2.99,14.99,5.890000000000001,2,0.0,3,0.636,361,0.367,0.0024154589371980675,5,1.6549957860680806,1802.0,-0.14621420465148685,0.07582426645975107,-0.09819388466657503,-0.021436045177933065,-0.06773713962346559,-0.005200794878681036,-0.027632727945632048,-0.12865521678293984,0.8939,0.9989,0.99345
35,0.0,4.0,85395456,736417.0,736962.0,1,2244.0,1699.0,545.0,4,1.99,19.99,9.239999999999998,5,0.0,4,0.6,423,0.211,0.0,3,1.4445091365049814,3883.0,-0.23868561747924844,-0.15666090414095582,-0.06613997227102278,-0.08378915035128612,-0.05312753900408621,-0.0352512449220051,0.06976290441199787,0.0044209810407030686,0.0,0.9081,0.5087125
68,2.99,9.0,55430144,734209.0,736723.0,1,4452.0,1938.0,2514.0,1,0.0,0.0,0.0,6,0.494,1,0.0,163,0.287,0.005,1,1.5046544558940846,1536.0,-0.24346253227979778,0.16899937054208414,0.012526418630476311,0.164396074251199,0.18789360122403986,0.03370407222301715,-0.0038860813380105566,-0.2499626194393669,-0.8176,0.9714,0.28955714285714285
801,0.0,9.0,19450880,736076.0,736082.0,2,2585.0,2579.0,6.0,1,2.99,2.99,2.99,6,0.394,1,0.0,99,0.381,0.022556390977443608,2,1.6388570863658862,288.0,0.37019927841603695,0.42074218896574805,0.1357273561097101,0.10206426742820969,-0.07336806218307958,0.08691562984964091,0.035567674485451145,0.04074982923112504,-0.4019,0.9773,0.511357142857143
96,0.0,4.0,23794688,734731.0,736346.0,1,3930.0,2315.0,1615.0,1,0.0,0.0,0.0,7,0.0,1,0.0,165,0.20099999999999998,0.004901960784313725,5,1.3341744852434736,272.0,-0.28938441622157624,0.4103428483347542,0.3240743513788984,-0.16923485182703324,0.02514341674738542,0.12169872328681028,-0.03441335053831328,0.06110599907666589,-0.3182,0.9274,0.41136666666666666
8,0.0,4.0,247141376,735867.0,737110.0,1,2794.0,1551.0,1243.0,1,0.0,0.0,0.0,3,0.0,5,0.429,405,0.155,0.0,8,1.361973513304399,1156.0,0.6316581146752525,-0.05771082383173254,0.021519003119110813,-0.14082619519811804,-0.04978951191314815,-0.13066586533911087,-0.07919485669322386,-0.06264018071472091,0.8066,0.8519,0.8368000000000001
64,0.0,4.0,270176256,735537.0,736899.0,2,3124.0,1762.0,1362.0,10,0.99,19.99,6.090000000000001,4,0.0,3,0.0,472,0.217,0.0,1,1.5046544558940846,3384.0,0.2618184862108675,0.19962259065381566,-0.1334029554484565,0.09380098021932161,-0.04739536267215267,0.0787217490480116,0.01894002110074234,0.02391967392269328,-0.6597,0.5859,0.2683
109,0.0,4.0,7521280,734983.0,736048.0,1,3678.0,2613.0,1065.0,1,0.99,0.99,0.99,10,0.0,1,0.0,48,0.164,0.0,2,1.3498065889908903,4511.0,-0.2378657906479083,0.051773937115521106,-0.14091927509152347,0.04373427043769991,-0.0641326130744209,0.008920999391760052,-0.00825022706887639,0.06993374360440131,-0.1921,0.9849,0.43622000000000005
27,0.0,4.0,184160256,736161.0,736161.0,0,2500.0,2500.0,0.0,1,0.0,0.0,0.0,5,0.524,1,0.0,484,0.149,0.0,2,1.2052813403033922,1861.0,0.28496732354922016,0.07270383830524696,-0.24475771818704772,-0.023238592546054856,0.06219997240615862,-0.04061393185953033,0.007266040178796847,0.010442758477822058,-0.0762,0.91,0.682625
457,0.0,4.0,167445504,736312.0,736457.0,2,2349.0,2204.0,145.0,5,1.99,39.99,15.389999999999997,8,0.0,1,0.0,227,0.257,0.0,11,1.654415527609498,1458.0,0.07189145581185336,-0.0019446610528151657,0.039762445509627195,-0.0564846316010294,0.07963181175718463,-0.10701222688122822,0.10464734937466158,-0.004454073613966037,0.34,0.9812,0.8926833333333333
175,0.0,4.0,63036416,736149.0,736345.0,0,2512.0,2316.0,196.0,1,0.0,0.0,0.0,2,0.0,1,0.0,220,0.173,0.0,2,1.0607560916158942,238.0,0.09751641361097901,-0.33404929146644907,0.1759384391375179,0.0037454517393503,0.01601953114265159,0.08438239856968235,-0.061650115211424224,0.031228725128655443,-0.4184,0.8834,0.43810000000000004
42,0.0,4.0,79738880,736437.0,736450.0,2,2224.0,2211.0,13.0,4,0.99,4.99,2.74,5,0.365,1,0.0,53,0.29700000000000004,0.0,2,1.4943318376783883,867.0,0.12087334759487368,-0.05428319822904301,0.12041614710129439,-0.081942032173882,-0.0024424851354985302,-0.045406217272686615,-0.007376595369585039,-0.01605984970638465,-0.4423,0.8805,0.7051999999999999
1542,0.0,4.0,53391360,736002.0,736626.0,2,2659.0,2035.0,624.0,1,6.99,6.99,6.99,2,0.0,4,0.6,100,0.247,0.0,1,1.5046544558940846,361.0,0.5096304209709286,-0.01617494628607706,0.0297880557930683,-0.0041140098034179035,-0.033765544752711873,0.09994469770274503,-0.002212009145681787,0.015403855253145308,-0.8216,0.9853,0.4344777777777778
2091,0.0,9.0,35420160,733983.0,736761.0,1,4678.0,1900.0,2778.0,1,0.99,0.99,0.99,2,0.0,1,0.0,101,0.158,0.0,1,1.5046544558940846,1614.0,0.587348146903813,-0.1858673895100026,-0.09552552312078345,0.020073768863754504,0.017158073218244113,0.3562260765726848,-0.007053463328873494,-0.04393677981773008,0.5413,0.9969,0.969
55,0.99,9.0,78445568,736680.0,736680.0,1,1981.0,1981.0,0.0,1,0.0,0.0,0.0,5,0.0,1,0.0,119,0.237,0.0,5,1.5266672657382379,1609.0,-0.30527112102341275,0.1746167659416405,0.06250697903605294,0.19130079725052662,-0.2104873739731079,0.002446158422768213,-0.09840209966608751,-0.09931230126618577,-0.2654,0.994,0.47044444444444444
775,0.0,9.0,77953024,736054.0,736054.0,2,2607.0,2607.0,0.0,10,0.99,49.99,8.59,15,0.0,1,0.0,190,0.159,0.0,6,1.5499748006084448,1421.0,0.5343572886180318,-0.0021171166939167596,-0.0974247170754122,-0.09460404528277969,0.010764784232934407,0.019395759554039358,0.024837719724410012,-0.09421233117728695,0.5719,0.9771,0.8920499999999999
711,0.0,4.0,29514752,736262.0,736430.0,1,2399.0,2231.0,168.0,1,1.99,1.99,1.99,8,0.351,1,0.0,25,0.13,0.0,1,1.5046544558940846,1058.0,-0.33142733252751405,0.05490413136522651,0.16021805879958906,-0.1857874596729534,-0.0017345113738263425,0.013413307292208791,0.044684531901847485,0.07116041589902371,-0.3182,0.9299,0.32139999999999996
170,0.0,4.0,28418048,736027.0,736027.0,1,2634.0,2634.0,0.0,1,0.0,0.0,0.0,5,0.434,1,0.0,12,0.159,0.0,2,1.4943318376783883,331.0,-0.05283843185070497,-0.26855005046643854,0.19429567870130943,0.03275057024063379,0.08692098504227264,0.044236789588341624,-0.08462657893578089,-0.11964177166371201,-0.4767,0.7548,-0.07338571428571429
7102,0.0,12.0,117609472,735339.0,737049.0,2,3322.0,1612.0,1710.0,10,1.99,99.99,20.689999999999998,3,0.0,1,0.0,233,0.303,0.0,1,1.5046544558940846,1875.0,-0.09209738628710167,0.459170967310933,0.12203913633848433,0.17352730406665368,0.024771691079409325,0.10267043255773799,-0.15818053224649986,0.10049801620967048,-0.8522,0.9915,0.9458714285714286
21,0.0,4.0,23976960,735427.0,736066.0,2,3234.0,2595.0,639.0,1,0.0,0.0,0.0,3,0.643,1,0.0,181,0.211,0.015306122448979591,9,1.3933152467774015,2608.0,-0.2258667676665783,-0.21915880118466446,0.09089042025936189,-0.12791069577226205,-0.01905238845966733,0.049360300205998964,0.020654948904242423,0.08998815766118382,-0.304,0.6908,0.11709999999999997
31,0.0,12.0,55910400,736096.0,736096.0,1,2565.0,2565.0,0.0,1,0.0,0.0,0.0,6,0.8959999999999999,1,0.0,631,0.20800000000000002,0.002652519893899204,6,1.3287666487205556,3111.0,-0.22658175076018866,0.08008589060660207,-0.12224598462276395,0.2466092624637736,0.07172537114648934,-0.07465344441333976,-0.029689349755367224,-0.1351061845359514,-0.4767,0.7906,0.19560999999999998
19,0.0,4.0,73690112,736236.0,736774.0,2,2425.0,1887.0,538.0,1,0.99,0.99,0.99,4,0.0,4,0.0,194,0.232,0.016260162601626018,1,1.5046544558940846,1194.0,-0.2876129829491905,-0.08345784234173877,-0.02500494157639392,-0.05896527333099931,0.16080816161363012,-0.014624554095889163,-0.06457116667796792,0.02571307035604885,-0.0444,0.9869,0.9089750000000001
3112,0.0,4.0,50366464,736215.0,736250.0,0,2446.0,2411.0,35.0,1,0.0,0.0,0.0,2,0.0,1,0.0,169,0.297,0.0,1,1.5046544558940846,1332.0,0.5089259824323017,-0.07103049666367528,-0.165386857252138,0.04538657013449611,0.0755006735853174,0.19560980921206966,0.06917561460215939,-0.06075827561285932,0.8172,0.9927,0.9214800000000001
22,0.0,17.0,150146048,736722.0,736772.0,1,1939.0,1889.0,50.0,5,0.99,15.99,8.59,5,0.0,1,0.0,170,0.22300000000000003,0.0,10,1.5327914070638544,1826.0,0.0585260848225655,0.18078123348918584,-0.09674156655319954,0.15165638793654582,-0.1101211521270318,-0.054192570210716176,0.06429157499986247,0.0785168242211064,0.0,0.8845,0.6352333333333333
10,0.0,4.0,156101632,736096.0,737217.0,0,2565.0,1444.0,1121.0,7,2.99,14.99,6.41857142857143,2,0.0,3,0.592,584,0.224,0.0,1,1.5046544558940846,2060.0,0.023929073309467273,0.010777914837840151,-0.042747659803724136,0.20915327428288968,0.15910832132877117,0.03456268811061102,0.08182666339532363,-0.14998499189387096,-0.9289,0.9693,0.7005846153846154
1524,0.0,4.0,181060608,736012.0,737259.0,1,2649.0,1402.0,1247.0,10,0.99,29.99,8.09,6,0.0,4,0.0,259,0.29600000000000004,0.0,2,1.4943318376783883,4006.0,-0.316513590146221,-0.056806170023246255,-0.033605646818344714,-0.06973759904255289,-0.06261739524475597,0.054469339750415825,-0.01227866123062465,-0.0571015316989272,-0.4404,0.9781,0.47883
37,0.0,4.0,257270784,736961.0,737173.0,2,1700.0,1488.0,212.0,5,1.99,44.99,15.59,3,0.0,7,0.0,148,0.19499999999999998,0.0,1,1.5046544558940846,2629.0,0.0018682013509942613,0.1078649348213479,-0.12399884817797555,-0.027688750581778856,-0.1466677219124895,0.04852896540519762,0.004955517177996839,0.0006377679541311604,0.0,0.7713,0.42041428571428574
13,2.99,4.0,80846848,736402.0,737003.0,1,2259.0,1658.0,601.0,1,0.0,0.0,0.0,3,0.0,1,0.0,173,0.083,0.0045871559633027525,1,1.5046544558940846,4965.0,-0.018787769693853373,-0.08809181189108495,-0.0737763156888632,0.18117817375429426,0.24384579029564082,-0.021011749220007765,-0.07441141821373305,0.09143414062796207,-0.7003,0.9843,0.13691666666666666
2856,0.0,9.0,1135753216,736726.0,737263.0,1,1935.0,1398.0,537.0,9,0.99,99.99,35.656666666666666,2,0.0,5,0.0,204,0.236,0.0040650406504065045,1,1.5046544558940846,314.0,-0.1877432846353319,0.37411863649112054,0.05725227580862485,0.06330882227992995,0.1063716890134083,0.023309294334399763,0.060971012597113454,-0.06907323980039337,-0.8263,0.9912,0.5209222222222222
277,0.0,12.0,98282496,736243.0,737015.0,1,2418.0,1646.0,772.0,5,0.99,19.99,7.590000000000001,4,0.0,7,0.375,208,0.196,0.0,3,1.4445091365049814,2582.0,-0.29616139871225006,0.10549465243413562,0.010585899168711624,-0.039776751598233955,-0.0968757450033488,0.018979994522282245,0.010131467901988121,0.0023382231749233904,0.2598,0.9935,0.6843400000000001
17,0.0,12.0,25468928,735483.0,735483.0,1,3178.0,3178.0,0.0,1,0.0,0.0,0.0,4,0.0,1,0.0,59,0.404,0.0,2,1.3498065889908903,4698.0,-0.2428008609084115,-0.1364898811361943,0.0023371810150392518,0.14907787238940393,0.20677074917351623,-0.06423109512138926,0.02009624381770231,-0.2428950118892842,0.0,0.5859,0.31645
73,0.0,4.0,29518848,735257.0,736723.0,2,3404.0,1938.0,1466.0,1,0.0,0.0,0.0,3,0.0,3,0.0,147,0.293,0.0,2,1.6388570863658862,2709.0,-0.23582071000812205,-0.019317402188353733,-0.09900233779761378,-0.15656989990795925,0.035111789424196724,-0.0479193296488722,0.012403912686075914,0.11529735442557087,0.0,0.9715,0.5191166666666667
486,3.99,4.0,324401152,734961.0,736711.0,2,3700.0,1950.0,1750.0,1,0.0,0.0,0.0,3,0.0,6,0.39,309,0.266,0.008571428571428572,5,1.6549957860680806,3080.0,-0.2065603857261545,-0.10817430392473532,-0.06227402922706758,0.11182609956982713,-0.13986521395666426,0.03544794887906411,-0.038658751769508976,-0.10293621862646414,0.2732,0.9876,0.72536
1509,0.0,4.0,36819968,734457.0,736845.0,2,4204.0,1816.0,2388.0,1,0.0,0.0,0.0,4,0.0,1,0.0,245,0.20400000000000001,0.0,5,1.5266672657382379,476.0,-0.13539341838223623,0.06084072753643116,0.32110706840187664,0.05143504777272976,0.04436610220963359,0.05437726118113119,0.004544681256205968,-0.027490302199070275,0.4019,0.9856,0.9030666666666666
244,0.0,9.0,51228672,734236.0,735671.0,1,4425.0,2990.0,1435.0,8,0.99,94.99,32.864999999999995,10,0.7170000000000001,1,0.0,338,0.263,0.0,1,1.5046544558940846,2153.0,0.32155055619047795,0.23989547833515343,-0.08638707451231835,-0.06363478814171601,-0.026240092964169515,-0.009177717134061635,-0.003999185004721274,0.043268316054236325,-0.6124,0.9081,0.5925142857142857
