User Rating Count,Price,Age Rating,Size,game_age,last_update,maintaning_period,dev_freq,dev_avg,genre_Action,genre_Adventure,genre_Board,genre_Card,genre_Casual,genre_Education,genre_Family,genre_Puzzle,genre_Role Playing,genre_Simulation,genre_Sports,genre_infrequent,langs_count,lang_DE,lang_ES,lang_FR,lang_IT,lang_JA,lang_KO,lang_NL,lang_PT,lang_RU,lang_TR,lang_ZH,lang_infrequent,purchases_count,lowest_purchase,highest_purchase,average_purchase,Description_PCA_0,Description_PCA_1,Subtitle_PCA_0,Subtitle_PCA_1,Name_PCA_0,Name_PCA_1,excitement_score,attractive_score,name_sia,sub_sia,lowest_review,highest_review,average_review,Icon1,Icon2,Icon3,Icon4
-0.013711362638468038,-0.40882145052001634,0.47689120492833986,0.0038739415796025098,-0.9512397566766458,-1.1029901932166308,0.19040201679185687,-0.34496553597470714,-0.06090346232239317,-0.3893924020986697,-0.22075750229795438,-0.3932625643293463,-0.24153958130008235,-0.2362118874994563,-0.22075750229795438,-0.20557287984283235,-0.42139661519302374,-0.3593260724431898,-0.475664780323521,-0.16258691566009587,3.212486520423249,-0.49679001247510135,-0.5929595139819201,-0.5677051669894383,-0.5796298690967517,-0.5127825219765676,-0.5438287458755872,-0.47710442813576587,-0.3446104627691229,-0.4892982333422956,-0.5360877067472385,-0.3673601289234412,-0.5342753780993126,-0.28125313407093494,1.4661743970221435,-0.10832661372833276,0.032883609569545384,0.000988770306630619,-0.020843998254880747,-0.023229286797855565,-0.20956474136010306,0.7080805412091116,-1.2295857436421171,2.614415063202418,0.2531987874228614,1.641072776650728,-0.43566047391167984,-0.32531606997922297,-0.6218487372251916,0.4530585696311971,0.5694177458797985,-0.2020199457553503,0.4031328745942384,-0.4442867133290081,1.002263987719808
-0.08168110253611076,-0.40882145052001634,0.47689120492833986,-0.3812187086237364,0.2566059961178068,1.1476714081431578,0.516221068630791,5.512544181886588,0.6856626227379171,-0.3893924020986697,-0.22075750229795438,-0.3932625643293463,-0.24153958130008235,-0.2362118874994563,-0.22075750229795438,-0.20557287984283235,-0.42139661519302374,-0.3593260724431898,-0.475664780323521,-0.16258691566009587,3.212486520423249,-0.49679001247510135,-0.5929595139819201,-0.5677051669894383,-0.5796298690967517,-0.5127825219765676,-0.5438287458755872,-0.47710442813576587,-0.3446104627691229,-0.4892982333422956,-0.5360877067472385,-0.3673601289234412,-0.5342753780993126,-0.28125313407093494,1.4661743970221435,-0.10832661372833276,-0.4358632927394747,-0.44062203975545244,-0.018691914019300728,-0.021207533723771883,-0.12679111044421384,-0.21888297221470632,-0.30745065988817516,-0.5666635377091453,-0.5356457806644132,-0.3842329342409421,1.3770353616745856,-0.32531606997922297,-0.8858597470957709,0.29728769977178837,-0.0715176044746008,0.5416943919564106,1.6815261695140473,-1.4749087557145883,0.1134207162339867
-0.07045568825945678,0.10876435534951444,1.2549706361605297,-0.355309218916461,1.3299868296757038,-0.08601194119962248,-1.353251183354142,-0.34496553597470714,-0.06090346232239317,-0.3893924020986697,-0.22075750229795438,-0.3932625643293463,-0.24153958130008235,-0.2362118874994563,-0.22075750229795438,-0.20557287984283235,-0.42139661519302374,-0.3593260724431898,-0.475664780323521,-0.16258691566009587,3.212486520423249,-0.49679001247510135,-0.5929595139819201,-0.5677051669894383,-0.5796298690967517,-0.5127825219765676,-0.5438287458755872,-0.47710442813576587,-0.3446104627691229,-0.4892982333422956,-0.5360877067472385,-0.3673601289234412,-0.5342753780993126,-0.28125313407093494,-0.3566081590297405,-0.10832661372833276,-0.5608624666885468,-0.5483319934291313,-0.014202843677629728,-0.020691335575641737,-0.12679111044421384,-0.21888297221470632,-0.11727300091497395,-0.2235596553956596,0.2531987874228614,-0.3842329342409421,-0.43566047391167984,-0.32531606997922297,-0.2660001173527152,0.3429804882638817,0.34015715270960806,-0.052213620311731254,0.5003416083850346,-1.0361781610930505,-0.12535901648071418
-0.07655645688807307,-0.40882145052001634,1.2549706361605297,-0.040464383442742405,0.1735885242413246,-0.1064880133878844,-0.2402259608134477,-0.34496553597470714,-0.06090346232239317,-0.3893924020986697,-0.22075750229795438,-0.3932625643293463,-0.24153958130008235,-0.2362118874994563,-0.22075750229795438,-0.20557287984283235,-0.42139661519302374,-0.3593260724431898,-0.475664780323521,-0.16258691566009587,3.212486520423249,-0.49679001247510135,-0.5929595139819201,-0.5677051669894383,-0.5796298690967517,-0.5127825219765676,-0.5438287458755872,-0.47710442813576587,-0.3446104627691229,-0.4892982333422956,-0.5360877067472385,-0.3673601289234412,-0.5342753780993126,-0.28125313407093494,0.4245843649924955,2.5725112816850544,2.532867088550986,3.203564726204014,-0.01897947567169968,-0.021814879125144796,-0.13057360635566384,-0.22663284324454058,-0.2536378995313544,-0.5852678655159219,1.4769192071479917,-0.3842329342409421,-0.43566047391167984,-0.32531606997922297,-1.2087954662739258,0.24380636778672485,-0.41166966596689514,-0.8656242654904008,-0.4432408823910476,-1.0507401185533605,0.2440235594148703
-0.08252803276925984,-0.40882145052001634,1.2549706361605297,-0.33627233392539935,-1.2470625789970684,-0.11160703143494988,1.1405177134130844,-0.2519891912467501,0.30711964359553295,-0.3893924020986697,-0.22075750229795438,-0.3932625643293463,-0.24153958130008235,-0.2362118874994563,-0.22075750229795438,-0.20557287984283235,-0.42139661519302374,-0.3593260724431898,-0.475664780323521,-0.16258691566009587,3.212486520423249,-0.49679001247510135,-0.5929595139819201,-0.5677051669894383,-0.5796298690967517,-0.5127825219765676,-0.5438287458755872,-0.47710442813576587,-0.3446104627691229,-0.4892982333422956,-0.5360877067472385,-0.3673601289234412,-0.5342753780993126,-0.28125313407093494,0.16418685698508348,2.5725112816850544,2.532867088550986,3.3292263388233057,-0.022648025566191585,-0.020760390547855504,-0.12679111044421384,-0.21888297221470632,-0.11313487842046861,-0.21744389914071305,-0.3131511588962077,-0.3842329342409421,-0.43566047391167984,-0.32531606997922297,-1.3903472733296993,-8.090454405924502,-4.926563970555795,-0.5921040642498331,-0.26108537266025383,0.5789721721692862,-0.9944177422223773
-0.08169545728582515,-0.40882145052001634,-0.8199078471253101,-0.45864150953006383,0.19112742675044056,1.9871903678618963,1.1405177134130844,-0.15901284651879305,-1.964138231258772,-0.3893924020986697,-0.22075750229795438,-0.3932625643293463,-0.24153958130008235,-0.2362118874994563,-0.22075750229795438,-0.20557287984283235,-0.42139661519302374,-0.3593260724431898,-0.475664780323521,-0.16258691566009587,3.212486520423249,-0.49679001247510135,-0.5929595139819201,-0.5677051669894383,-0.5796298690967517,-0.5127825219765676,-0.5438287458755872,-0.47710442813576587,-0.3446104627691229,-0.4892982333422956,-0.5360877067472385,-0.3673601289234412,-0.5342753780993126,-0.28125313407093494,-0.8774031750445646,-0.771833992843146,-0.5917997622409421,-0.6549648475660733,-0.019562534501873577,-0.016458320704851006,-0.12679111044421384,-0.21888297221470632,0.413046591750785,-0.014229341484509267,1.5173727747422108,-0.3842329342409421,1.8388412055025154,-0.32531606997922297,0.21990754558603173,0.3004031171689768,-0.2679026444290066,4.672368587956299,-2.1806416527237937,-0.20029854786607215,0.9503768186801381
-0.0809490103006768,1.6772061913177896,-0.8199078471253101,0.07329678080287673,-0.24266809530836095,-0.22251908912136859,0.08787154593345102,-0.2519891912467501,-2.7212241895435407,-0.3893924020986697,-0.22075750229795438,-0.3932625643293463,-0.24153958130008235,-0.2362118874994563,-0.22075750229795438,-0.20557287984283235,-0.42139661519302374,-0.3593260724431898,-0.475664780323521,-0.16258691566009587,3.212486520423249,-0.07743836112930687,-0.5929595139819201,-0.5677051669894383,-0.5796298690967517,-0.5127825219765676,-0.5438287458755872,-0.47710442813576587,-0.3446104627691229,-0.4892982333422956,-0.5360877067472385,-0.3673601289234412,-0.5342753780993126,0.47996835703350677,-0.8774031750445646,-0.771833992843146,-0.5917997622409421,-0.6549648475660733,-0.022958791307925438,-0.020232760232311794,-0.12992390716064955,-0.2256680237127741,-1.811044201792882,4.042242702112159,-0.7985939700268375,-0.3842329342409421,-0.43566047391167984,-0.32531606997922297,1.4114961115836726,0.44475078990536177,1.1552841488437267,-0.4050172211387571,-0.27337182905913876,-0.6542090246515679,-0.5156337526150412
-0.06546023535884861,-0.40882145052001634,0.47689120492833986,-0.49083856156259836,0.27765267912874597,1.577668924096658,0.7828002928626462,-0.34496553597470714,-0.06090346232239317,-0.3893924020986697,-0.22075750229795438,-0.3932625643293463,-0.24153958130008235,-0.2362118874994563,-0.22075750229795438,-0.20557287984283235,-0.42139661519302374,-0.3593260724431898,-0.475664780323521,-0.16258691566009587,3.212486520423249,-0.3570061286931699,-0.5929595139819201,-0.5677051669894383,-0.5796298690967517,-0.5127825219765676,-0.5438287458755872,-0.47710442813576587,-0.3446104627691229,-0.4892982333422956,-0.5360877067472385,-0.3673601289234412,-0.5342753780993126,-0.027512637036121047,0.16418685698508348,-0.10832661372833276,0.18913257700588543,0.2918056452255635,-0.024190234839798572,-0.017579585966346227,-0.12679111044421384,-0.21888297221470632,-0.16032894220707153,-0.16506526471594066,-0.37383151028753625,-0.3842329342409421,-0.43566047391167984,-0.32531606997922297,1.908374741420527,0.40113494634472757,1.4722424073562075,-0.6236761177599033,-0.09737374076666537,0.4390897753575918,-0.29545236490085486
-0.07905418333837715,-0.40882145052001634,-0.8199078471253101,-0.3310924080369475,-1.001517943869445,0.22283548097332806,1.1245685290573324,5.512544181886588,0.6856626227379171,-0.3893924020986697,-0.22075750229795438,-0.3932625643293463,-0.24153958130008235,-0.2362118874994563,-0.22075750229795438,-0.20557287984283235,-0.42139661519302374,-0.3593260724431898,-0.475664780323521,-0.16258691566009587,3.212486520423249,-0.49679001247510135,-0.5929595139819201,-0.5677051669894383,-0.5796298690967517,-0.5127825219765676,-0.5438287458755872,-0.47710442813576587,-0.3446104627691229,-0.4892982333422956,-0.5360877067472385,-0.3673601289234412,-0.5342753780993126,-0.28125313407093494,1.4661743970221435,0.561882860125014,0.032883609569545384,0.011759765673998461,-0.012910077564801715,-0.02229337718717811,-0.12679111044421384,-0.21888297221470632,-0.46887390679190166,0.5646128023091614,-0.6266663077514061,-0.3842329342409421,-0.43566047391167984,-0.32531606997922297,-0.8637408622205548,0.4296929391522855,0.09588432917952673,1.9619583759008163,0.023444222301761557,-1.79399924454815,-0.13981484364605065
0.6835131857392309,-0.40882145052001634,0.47689120492833986,0.9159911833828644,-0.5186134947851188,-1.1046965325656528,-0.23225136863557166,-0.06603650179083598,-0.4499663146892354,-0.3893924020986697,-0.22075750229795438,-0.3932625643293463,-0.24153958130008235,-0.2362118874994563,-0.22075750229795438,-0.20557287984283235,-0.42139661519302374,-0.3593260724431898,-0.475664780323521,-0.16258691566009587,3.212486520423249,2.019319895599666,-0.5929595139819201,-0.5677051669894383,-0.5796298690967517,-0.5127825219765676,-0.5438287458755872,-0.47710442813576587,-0.3446104627691229,-0.4892982333422956,-0.5360877067472385,-0.3673601289234412,-0.5342753780993126,4.2860758125557155,1.4661743970221435,-0.10832661372833276,-0.4358632927394747,-0.24674412314283056,-0.003146931779827808,-0.03358417115691457,0.5685626511764419,0.9579723499678884,-0.25798224540826475,-0.5254240047138262,0.22285861172719695,-0.3842329342409421,-0.43566047391167984,-0.32531606997922297,-1.4200750546019896,0.4322891203166093,0.08057357334745441,-0.6983118699274908,-0.3379238253602311,-0.19411369621745816,-0.4273391298105242
