User Rating Count,Price,Age Rating,Size,lowest_review,highest_review,average_review,game_age,last_update,maintaning_period,dev_freq,dev_avg,genre_Action,genre_Adventure,genre_Board,genre_Card,genre_Casual,genre_Education,genre_Family,genre_Puzzle,genre_Role Playing,genre_Simulation,genre_Sports,genre_infrequent,langs_count,lang_DE,lang_ES,lang_FR,lang_IT,lang_JA,lang_KO,lang_PT,lang_RU,lang_ZH,lang_infrequent,purchases_count,lowest_purchase,highest_purchase,average_purchase,name_sia,sub_sia,excitement_score,attractive_score,Icon1,Icon2,Icon3,Icon4
5,0.0,12.0,109340672,-0.15582804195993058,,0.5682622867285382,2188,1804,384,1,4.040987780040733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.212,0.0,0.1759738279380394,0.39500147724023743,-0.07695985577088593,-0.002189599062742237
13,0.0,4.0,19115008,-0.05009489547625322,,0.5687082897622602,3489,1720,1769,1,4.040987780040733,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.99,3.99,2.49,0.0,0.444,0.213,0.0,0.19328880232784806,0.3729408714560761,0.13168615075212847,0.12848175530733252
9,0.0,4.0,66951168,-0.07013929790776077,,0.49080974550111706,2572,2572,0,1,4.040987780040733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.99,0.99,0.99,0.643,0.0,0.0,0.0,0.5152247962982813,-0.02327556141202854,-0.032828836172791136,-0.01804725906341032
15,0.0,4.0,409570,-0.07013929790776077,,0.5243379033848736,4506,3735,771,2,3.605925296564474,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.744,0.0,0.236,0.0,0.6871248728427902,-0.288176227026223,-0.14163555529362862,-0.012876134727517006
11,0.0,4.0,156946432,-0.09591023282566392,,0.5676594648203679,3349,2872,477,3,3.953783146514147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.99,19.99,7.489999999999999,0.676,0.0,0.387,0.02197802197802198,-0.17150637770381383,-0.334635887172966,0.21243559592395167,-0.11381103380273554
17,0.0,12.0,21232222,-0.15582804195993058,,0.5590079730303119,3987,3869,118,1,4.040987780040733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.338,0.0,-0.031089336396153577,0.4099122427941144,-0.05078095022487487,0.06986563828402174
52,0.0,4.0,58329088,,0.9010137275022889,,2504,2328,176,2,4.102404023716181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.99,2.99,2.99,0.0,0.0,0.124,0.0,0.13891193142116134,0.49910792453901304,-0.029663019920533377,-0.007710864983669334
5,0.0,4.0,46187520,-0.07013929790776077,,0.5110258314683446,2153,2142,11,1,4.040987780040733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.518,0.387,0.085,0.0,-0.07047725348935807,0.3246089190071656,-0.031667812659145346,0.22376651817699128
36212,0.0,12.0,415674368,,0.9378735144708179,,4156,1389,2767,8,4.2307317259404815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,15,0.99,9.99,3.5900000000000007,0.0,0.0,0.22599999999999998,0.002457002457002457,0.1421897002087379,0.15505881419154505,0.16561542025871412,0.18713156407569448
8,0.0,4.0,65466368,-0.09763242258450114,,0.5261261064241377,3444,3444,0,9,3.8471532277963325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.99,24.99,8.59,0.0,0.0,0.274,0.0,-0.20275566743572174,0.12984919651724638,0.0900313607401981,0.05320007969900504
