User Rating Count,Price,Age Rating,Size,game_age,last_update,maintaning_period,purchases_count,lowest_purchase,highest_purchase,average_purchase,name_word_count,name_sia,sub_word_count,sub_sia,desc_word_count,excitement_score,attractive_score,icon_objects,Icon1,Icon2,Icon3,Icon4,Icon5,Icon6,Icon7,Icon8,dev_freq,dev_avg,lowest_review,highest_review,average_review
42,0,4,473409536,3123,1907,1216,1,4.99,4.99,4.99,5,0,1,0,157,0.189,0,1451,-0.289838181,0.008583826,-0.111195201,-0.179645272,0.040823316,0.020267366,-0.006049446,0.022658508,15,1.334982672,-0.4019,0.9186,0.735018182
79,6.99,12,276097024,2357,1671,686,1,0,0,0,4,0,1,0,287,0.247,0,3461,-0.225930259,-0.065495506,0.154848177,0.148039914,-0.202619218,-0.032509329,0.092899558,-0.101227048,1,1.504654456,-0.894,0.989,0.201725
207,3.99,4,23740416,5111,2771,2340,1,0,0,0,3,0,1,0,187,0.194,0,696,-0.189720901,-0.184208284,0.065014386,-0.045224757,0.067579158,0.005961334,0.046111353,0.012971068,1,1.504654456,-0.2732,0.97,0.589888889
52,0.99,4,36888576,2658,2228,430,2,0.99,3.99,2.49,7,0,1,0,66,0.125,0,1657,0.057332147,-0.016041318,-0.059853146,-0.091803244,0.126554701,-0.049643029,-0.005199143,-0.019126851,2,1.638857086,-0.9369,0.8979,0.546633333
8,0,9,33625088,2853,1720,1133,1,0.99,0.99,0.99,1,0,1,0,125,0.128,0,775,0.146744554,-0.037307225,-0.149671238,-0.098625488,-0.043273803,0.232479528,0.115204041,-0.027677128,1,1.504654456,-0.1027,0.9668,0.459475
46,0,4,74759168,2412,2412,0,5,1.99,9.99,6.39,8,0,1,0,178,0.186,0,1379,-0.100897813,-0.130101354,0.118112954,-0.01786859,-0.071935789,-0.054814693,0.078192954,0.020894991,64,1.597669513,0,0.9317,0.42302
1316,0,9,108060672,2822,1751,1071,1,2.99,2.99,2.99,4,0,4,0,549,0.153,0,1046,-0.087459474,0.267930694,0.224652998,0.161980838,0.346951179,0.072595005,-0.01448543,-0.12059591,1,1.504654456,-0.4576,0.9935,0.7423125
1021,0,9,194635776,2462,1424,1038,6,1.99,99.99,31.15666667,4,0.565,6,0.394,256,0.331,0.003289474,7440,-0.229946162,-0.04160205,-0.199635749,0.084406721,-0.04849528,-0.012251271,-0.033480552,0.097968952,2,1.638857086,-0.9818,0.9746,0.3759
124,2.99,4,71470080,1753,1569,184,6,0.99,4.99,2.656666667,3,0,4,0,644,0.199,0,3232,-0.160542768,-0.210946154,-0.120711386,-0.082249197,-0.020263455,0.021407967,0.012422549,-0.032760885,12,1.628997644,0.7949,0.9958,0.91886
737,3.99,4,83298304,3995,1979,2016,1,0,0,0,3,0,6,0.473,363,0.227,0.002369668,1028,-0.238521731,-0.138106081,-0.002787744,-0.012525831,-0.043737285,0.009516036,0.025687827,-0.056111161,5,1.654995786,0.4939,0.9901,0.78625
24,0,4,35758080,4249,3512,737,1,0,0,0,10,0.5,1,0,95,0.399,0,1958,0.388790485,-0.061882888,-0.172249861,-0.084859609,-0.007119763,0.27244197,0.070619668,-0.011099794,3,1.444509137,-0.128,0.6705,0.27125
2177,0,9,142524416,2498,1437,1061,10,0.99,29.99,5.79,4,0.649,3,0.591,172,0.371,0,1098,0.063154249,-0.066390531,-0.222336627,0.288328015,0.103581787,-0.069024743,-0.0008359,0.140226815,4,1.494499065,-0.7369,0.9559,0.4001125
117,0.99,9,197291008,2595,2539,56,1,0,0,0,5,0,1,0,122,0.245,0,2923,-0.211331673,0.059041245,-0.160766541,0.008163034,-0.080044397,0.00815683,0.055538325,-0.002727998,5,1.526667266,0.9246,0.9942,0.96522
88,5.99,9,190710784,3721,2007,1714,1,0,0,0,3,0.535,5,0,522,0.245,0.003539823,2075,-0.275133453,0.187214717,0.208636642,0.000280596,0.127760965,0.04374402,-0.084184911,-0.179106104,1,1.504654456,-0.2952,0.9661,0.88066
13,0,4,186020864,2199,2199,0,4,0.99,39.99,13.99,5,0,1,0,227,0.257,0,1529,0.307854524,-0.096466845,0.007271652,-0.058617443,0.035965589,-0.186163239,-0.02539692,-0.068647451,11,1.654415528,0.1531,0.9393,0.559433333
34,0,4,39392256,4037,2048,1989,3,0.99,0.99,0.99,4,0.655,5,0,139,0.214,0,1764,-0.143898231,-0.247953653,0.238694958,0.047904586,-0.062462337,0.027222285,-0.028854812,0.060862035,1,1.504654456,-0.079,0.7906,0.36915
74,4.99,4,185580544,2671,2382,289,1,0,0,0,3,0,1,0,129,0.16,0,1421,0.17346681,0.033153102,-0.127959345,-0.001151005,-0.11302383,-0.071786667,-0.07481365,0.017856841,13,1.606618362,-0.7964,0.9865,0.119844444
204,2.99,4,197940224,2643,1959,684,1,0,0,0,2,0,6,0.411,472,0.201,0,711,-0.00527674,0.007921452,0.019267817,0.124882102,-0.122655098,0.042255754,0.07206177,-0.046622599,5,1.654995786,0,0.9765,0.67449
1144,0,9,235303936,1942,1387,555,11,0.99,19.99,9.080909091,4,0,4,0,541,0.202,0.003246753,1763,-0.155775812,0.329142885,0.023456616,0.08079004,-0.038843639,0.055188884,-0.091385136,0.118941488,1,1.504654456,-0.1531,0.9925,0.9421
4219,0,4,217504768,3391,2038,1353,5,1.99,29.99,11.59,2,0,1,0,460,0.265,0.001828154,1296,0.391043936,-0.098933399,0.016917342,-0.152721882,-0.021517148,-0.252034848,-0.045104786,-0.025855734,2,1.638857086,-0.8149,0.926,0.39665
3926,0,9,232636416,3803,2508,1295,6,5.99,79.99,24.82333333,3,0.583,1,0,422,0.25,0.003831418,4921,-0.220451743,-0.081749915,-0.138274041,-0.016730131,-0.065741551,-0.031242338,-0.019557854,-0.111854612,2,1.494331838,0.4019,0.977,0.896542857
1108,0,4,87710720,2798,2315,483,2,0.99,1.99,1.49,8,0,1,0,161,0.243,0,249,-0.298522619,0.224758983,-0.023456175,0.127318197,0.056151138,-0.026771772,-0.088409322,0.066653223,5,1.590831526,-0.5722,0.9486,0.6366
9,0.99,4,5276672,4301,2172,2129,1,0,0,0,6,0.315,1,0,125,0.149,0,1172,-0.001514653,0.040772364,-0.25233765,0.168558151,0.259563278,-0.015877819,0.013685111,0.008760186,1,1.504654456,-0.7579,0.9401,0.2163
109,0,12,38180864,1956,1557,399,3,0.99,2.99,1.656666667,4,0.483,4,0.508,318,0.177,0,1339,-0.128183107,-0.160029649,0.16336503,0.309761858,-0.238075673,0.010515427,-0.150176892,-0.039129388,1,1.504654456,-0.8834,0.5106,0.03475
53,0,4,19180544,4526,2738,1788,1,0,0,0,3,0.429,1,0,116,0.202,0.015503876,3154,-0.19025416,-0.090627644,-0.11169425,-0.077740187,0.011522005,0.010040622,0.006762845,0.082651114,1,1.504654456,-0.9194,0.6249,-0.129488889
11,0,12,627212288,3118,2823,295,5,2.99,28.99,12.99,3,0,1,0,198,0.167,0.004329004,3236,-0.244142081,-0.010587978,-0.137995748,0.00661363,-0.137904499,0.000583155,0.004461602,0.021202666,1,1.504654456,0.5106,0.9531,0.762066667
312,0,4,13846528,3791,1486,2305,10,1.99,1.99,1.99,2,0,4,0,326,0.247,0,2061,0.162664419,-0.086611705,-0.006851147,-0.120080861,0.017328375,-0.098340761,-0.056044691,-0.000148635,9,1.677876454,0.1779,0.97,0.81209
12,0,9,743293952,2000,1949,51,1,1.99,1.99,1.99,6,0,4,0,205,0.207,0,1561,-0.268417425,0.226761221,0.063374061,-0.223161907,-0.008004017,0.009909945,-0.035008295,0.038045505,2,1.349806589,-0.5859,0.6908,-0.000755556
634,0,4,3396500,5133,4397,736,2,0.99,0.99,0.99,1,0,1,0,395,0.118,0.002164502,7294,0.109818018,-0.082891577,-0.091558246,0.098085393,-0.055089953,-0.004519553,0.045392263,-0.010908608,1,1.504654456,-0.6597,0.6124,0.570166667
45,0,9,320829440,2124,1922,202,10,1.99,99.99,25.19,4,0.444,4,0.464,260,0.232,0,5790,-0.24326065,0.117754769,-0.058410481,0.055180207,0.016859503,0.007517732,0.043616755,-0.198625876,1,1.504654456,-0.7927,0.9201,0.27886
216,0,4,186773504,2081,1389,692,5,4.99,99.99,38.99,6,0.457,4,0,248,0.158,0,3300,-0.151718012,-0.091361658,-0.188493868,-0.000749777,-0.020609171,-0.081048476,-0.01117912,0.080301105,1,1.504654456,0.5781,0.9821,0.90845
7,0,12,107980800,2208,1812,396,10,0.99,4.99,1.99,4,0.743,1,0,239,0.375,0,2866,-0.368548451,0.005166339,0.023122543,-0.197862348,-0.025991369,0.069929014,-0.012588264,0.089848785,1,1.504654456,0.7184,0.8495,0.784133333
84680,0,12,210697216,2384,1403,981,10,0.99,19.99,7.49,5,0.286,5,0.512,483,0.163,0,3097,-0.04819682,0.118742786,-0.171056844,0.260538471,0.010505711,-0.092188071,-0.062559971,0.246794697,4,1.649511824,0.953,0.9875,0.983066667
942,0,4,18093056,5049,1956,3093,1,2.99,2.99,2.99,6,0,1,0,31,0.265,0,144,0.186740565,-0.22612838,0.070876231,0.010876325,0.063826324,0.207923574,-0.068515323,0.046404294,1,1.504654456,-0.5423,0.8993,0.3798
7,0,12,135032832,3484,2704,780,6,0.99,99.99,30.65666667,6,0,1,0,316,0.037,0,6461,-0.318047967,-0.057174063,-0.112965797,-0.0676913,-0.020077067,0.011547217,-0.025460178,-0.066688108,2,1.494331838,0,0.431,0.2155
1435,2.99,4,22335488,5029,2914,2115,1,0,0,0,1,0,1,0,408,0.2,0.007692308,1892,-0.036353383,0.225651329,0.011368523,-0.10913652,-0.08508131,-0.121787768,0.013911398,-0.05841429,1,1.504654456,0.875,0.9943,0.9516
82,0,4,29054976,2953,1426,1527,1,0,0,0,5,0.286,3,0.623,182,0.222,0,72,0.631654882,-0.049892982,0.046806631,-0.103392613,-0.03646924,-0.135634935,-0.106320776,-0.049345182,3,1.644131042,0.3612,0.9988,0.995433333
674,0,4,45379584,4008,2437,1571,5,0.99,9.99,4.99,11,0.518,1,0,234,0.272,0,4064,-0.034812521,0.105910375,0.075986268,0.043159617,-0.123098336,-0.154604721,0.133530014,0.074682482,5,1.334174485,-0.4767,0.967,0.48243
8,0,9,83578880,2262,2262,0,4,0.99,4.99,2.74,6,0.734,1,0,142,0.277,0,2571,-0.317025462,0.097200498,-0.044042242,-0.230358518,0.039729072,0.026892347,-0.073502614,0.084365281,2,1.349806589,-0.2665,-0.2665,-0.2665
77,3.99,12,112663552,3348,1500,1848,5,0.99,1.99,1.79,5,0.452,1,0,471,0.285,0.005514706,2412,0.038091687,-0.060824093,-0.153218315,0.059038784,0.009991724,0.075208432,0.013974629,0.039922686,4,1.649511824,-0.4692,0.9783,0.578888889
22,0,4,320883712,1855,1426,429,6,0.99,94.99,28.99,1,0,2,0,250,0.267,0,1794,-0.104485334,0.271937922,-0.138188215,0.126589023,0.226517095,-0.041445052,0.00122454,0.058938028,1,1.504654456,-0.6705,0.9726,0.400564286
25,0,4,106049536,2183,2183,0,1,0.99,0.99,0.99,1,0,1,0,91,0.186,0,364,-0.198638676,0.026525417,0.403900356,-0.023282183,-0.025538902,-0.026118095,0.179268011,0.053763307,1,1.504654456,-0.5574,0,-0.2548625
2898,0,12,54372352,2264,1393,871,10,0.99,9.99,3.99,2,0,4,0.508,229,0.176,0,1098,0.098286541,0.080076569,-0.085447617,-0.102332652,-0.009088721,-0.116418402,0.048691577,-0.086548559,1,1.504654456,-0.2325,0.9856,0.900842857
24566,0,9,79907840,3551,1471,2080,10,0.99,99.99,32.09,3,0,5,0.615,322,0.347,0.005012531,1697,-0.299576791,0.169571619,-0.026851227,-0.220008941,0.023685657,0.04655883,-0.100954344,0.020496566,1,1.504654456,0.5423,0.9887,0.97955
332,0,4,33427456,4280,3441,839,1,0,0,0,2,0,1,0,43,0.092,0,390,-0.246631465,0.213190755,0.345347159,0.035825843,0.187291633,0.036465888,-0.037846591,-0.097975103,2,1.349806589,0.34,0.986,0.647371429
8,0,4,16821248,3696,2486,1210,1,2.99,2.99,2.99,3,0,1,0,321,0.183,0,18,-0.03867333,-0.344174288,0.233198031,0.187643939,0.204543828,0.063152965,-0.167219662,-0.042194651,1,1.504654456,0.4215,0.9979,0.874775
15,0,4,25793536,1959,1938,21,1,0,0,0,7,0.388,1,0,7,0.388,0,362,0.463447359,-0.193514176,0.074818085,-0.11397212,0.012795048,-0.182278673,-0.167760326,-0.085280037,1,1.504654456,-0.4717,0.7351,0.095044444
41,0,9,104206336,2728,2117,611,10,0.99,5.99,2.59,2,0,1,0,222,0.232,0.008368201,1664,-0.133295075,0.068392445,-0.059869155,-0.071774243,0.194239586,-0.056556453,-0.06502336,-0.085627158,1,1.504654456,-0.5483,0.9468,0.2221
29,0,4,37056512,3225,2722,503,1,0,0,0,8,0,1,0,223,0.3,0,508,0.289620893,0.205193173,0.184556943,-0.085910325,-0.092179438,-0.131055341,0.122140514,0.041809143,64,1.597669513,-0.8355,0.8834,0.252485714
10,2.99,4,330446848,1994,1894,100,1,0,0,0,5,0.365,1,0,126,0.247,0,5281,-0.351179643,-0.141902245,-0.097518415,-0.092948195,-0.051183327,0.003404257,0.016497157,0.002877185,2,1.060756092,-0.5994,0.9792,0.238633333
725,0,12,40577024,3076,1815,1261,4,4.99,49.99,21.24,4,0,1,0,62,0.138,0,1296,-0.337119964,0.338905333,0.267679253,-0.141964212,-0.003331104,0.190048842,-0.12414885,-0.033835716,1,1.504654456,-0.9154,0.9932,0.97828
26,0,4,15683584,3712,1658,2054,2,0.99,0.99,0.99,3,0,1,0,100,0.226,0,2963,0.079039473,-0.037842495,-0.045327463,-0.040131861,-0.028942537,-0.171633258,-0.03791821,-0.100532256,1,1.504654456,-0.1027,-0.0516,-0.07715
10,0,4,54510592,2452,2452,0,1,2.99,2.99,2.99,9,0.271,1,0,138,0.234,0,1356,-0.245957378,-0.163063905,0.105159279,-0.114600644,-0.093430188,0.053812236,0.043645772,0.019693261,3,1.444509137,0.7964,0.8176,0.807
147,0,4,399878144,3441,2637,804,1,4.99,4.99,4.99,2,0,1,0,240,0.206,0.003571429,1924,-0.016393967,-0.087550787,-0.0877548,0.01663794,-0.0607118,-0.004151206,0.087565628,0.043247567,3,1.544320089,-0.4019,0.9246,0.401890909
14,1.99,4,36072448,3973,2001,1972,1,0,0,0,3,0,5,0.474,457,0.329,0,1116,0.154880091,0.283316512,0.050839809,0.292104024,-0.039615456,-0.137654695,-0.090116693,0.176048365,1,1.504654456,0.9167,0.9911,0.957577778
52,0,12,23058432,1742,1742,0,1,0,0,0,2,0.565,4,0,135,0.174,0,116,0.189853153,-0.247766673,0.180143138,-0.0279199,0.015637667,-0.052027654,-0.049563184,0.046490824,1,1.504654456,0.2157,0.9544,0.6651625
629,0,4,92618752,3678,2377,1301,10,1.99,34.99,8.49,4,0.677,1,0,271,0.261,0,2909,-0.27855147,-0.008184211,-0.144931095,0.052471425,-0.05609639,-0.043447318,-0.112671585,0.181200254,1,1.504654456,-0.4019,0.9944,0.89195
48,0,4,50360320,3477,2939,538,10,0.99,7.99,3.59,7,0.398,1,0,310,0.27,0.005847953,1919,0.230414501,-0.07924323,-0.158999887,-0.082909611,-0.126021576,-0.099591608,0.011461039,-0.021966966,64,1.597669513,-0.2411,0.9716,0.508633333
214,1.99,9,32748544,3196,2119,1077,1,0,0,0,2,0,1,0,35,0.185,0,312,-0.083404725,-0.097743615,0.184425465,-0.061204777,-0.060186575,-0.038365235,0.205882803,0.017139558,2,1.638857086,0.0258,0.9712,0.896166667
8,0,9,295200768,2238,2238,0,2,1.99,2.99,2.49,2,0,1,0,302,0.282,0,2200,-0.175550736,0.124293556,-0.171186745,0.030051228,0.031277121,-0.060440828,-0.063248586,-0.102712239,1,1.504654456,0,0.9461,0.544433333
259,2.99,9,32457728,2941,2119,822,1,0,0,0,2,0,1,0,39,0.168,0,830,0.545994604,0.116745126,0.052706799,0.089391238,-0.035962811,0.014704228,0.120322712,0.083411251,2,1.638857086,0.4404,0.9629,0.7294
1907,0,12,289563648,2361,1392,969,7,0.99,99.99,30.13285714,1,0,4,0,191,0.292,0.004608295,3239,-0.262833177,0.000795238,-0.089198428,-0.069654954,0.016113212,-0.031591126,0.023470477,-0.043035256,1,1.504654456,-0.8842,0.9929,0.439344444
630,4.99,9,268636160,2817,2692,125,4,0.99,3.99,1.99,2,0,1,0,519,0.252,0,1160,-0.153727935,-0.167915036,0.038580441,-0.089833294,-0.037879528,-0.023320279,0.149517238,0.096237684,4,1.494499065,-0.9197,0.987,0.957971429
39,0,4,42156032,2822,2822,0,1,0,0,0,8,0,1,0,198,0.323,0,12,0.022492966,-0.451693925,0.049205577,0.045760505,-0.039009904,0.084003885,-0.028945421,-0.021856131,5,1.526667266,-0.6908,0.9403,0.3987
16,0,4,195098624,1936,1413,523,1,0,0,0,2,0,3,0,259,0.135,0.003389831,170,-0.062296592,-0.32232019,0.25300471,0.132212661,0.117233883,0.07082319,-0.08187876,-0.065921414,1,1.504654456,-0.7003,0.9797,0.355709091
42,0,4,37797888,2837,2631,206,1,0,0,0,3,0.649,1,0,59,0.387,0,1472,-0.258912798,-0.071363681,-0.057299464,-0.093270348,-0.1236351,-0.032583991,0.044305711,-0.071574572,2,1.349806589,-0.5719,0.872,0.547128571
158,0,4,70934528,2188,2187,1,5,1.99,49.99,17.39,7,0.457,1,0,164,0.278,0.005617978,2951,-0.27983596,-0.264848673,-0.114873902,-0.066341315,-0.130807709,0.054245352,-0.017034339,-0.039152019,1,1.504654456,-0.5267,0.7351,0.51165
20,0,12,72425472,2861,2280,581,1,0,0,0,3,0,1,0,161,0.223,0,1394,-0.123605526,-0.011567476,0.040666074,-0.206580416,0.157662713,0.019561237,0.123694423,0.0694721,1,1.504654456,0,0.9761,0.51625
7,0,12,88771584,1933,1769,164,6,0.99,1.99,1.323333333,2,0,1,0,45,0.259,0,886,-0.284003206,0.010571335,0.039255605,0.03967518,-0.086796309,0.020098812,-0.007028376,0.022952846,2,1.638857086,-0.8508,0.8999,0.1831
727,0,9,33046528,3849,2061,1788,7,0.99,39.99,11.56142857,2,0,1,0,166,0.174,0,1376,0.078918234,0.151809643,-0.033209181,0.025803045,-0.114180527,-0.076431395,-0.072874409,-0.054747019,1,1.504654456,0.865,0.9943,0.92146
44,0,12,63971328,2612,2567,45,1,0,0,0,6,0.896,1,0,631,0.208,0.00265252,3101,-0.231700001,0.081987513,-0.119451773,0.247391675,0.07497709,-0.071720744,-0.033203676,-0.13797075,6,1.328766649,-0.1027,0.7579,0.26014
470,0,4,86177792,2717,1508,1209,1,0,0,0,3,0,5,0,335,0.201,0,1058,0.731305412,0.009890327,0.035464621,-0.098700946,0.005710653,-0.062358636,-0.075246513,-0.04223436,5,1.654995786,-0.128,0.9882,0.62882
6,0,4,31542272,2045,1997,48,1,0,0,0,2,0,3,0.574,151,0.189,0,253,0.216625446,-0.162359547,-0.008925492,-0.118548428,-0.068645163,0.00630301,-0.021906463,0.028817355,1,1.504654456,0.128,0.9837,0.657016667
1848,0,4,1326164,5168,4534,634,1,0,0,0,5,0.452,1,0,69,0.278,0,267,-0.018884508,-0.256034982,0.22224617,0.100068268,0.17160796,0.071911469,-0.108772402,-0.037471598,4,1.339486305,-0.4767,0.9538,0.311771429
149,1.99,17,81123328,3267,2378,889,1,0,0,0,5,0.794,1,0,308,0.296,0.00286533,1285,0.068900967,0.193811914,-0.081549118,-0.036703806,0.020952183,-0.057112206,0.046458965,0.016066259,1,1.504654456,-0.7579,0.9831,0.38155
38,3.99,9,1142192128,2167,2064,103,1,0,0,0,3,0,4,0,331,0.187,0.002695418,1398,0.016556074,0.008907432,-0.214173898,-0.00492575,0.142117103,-0.036526794,0.023254374,-0.031996208,1,1.504654456,-0.3818,0.9625,0.775685714
22,4.99,12,337505280,2433,1435,998,1,0,0,0,3,0.661,1,0,313,0.158,0.002717391,3579,0.137473886,0.188152315,-0.189572303,0.205288982,0.096899186,-0.133665656,0.016988595,0.092237857,19,1.252162728,-0.8291,0.9679,0.124985714
1361,0,4,60317696,4697,2073,2624,1,0,0,0,5,0,3,0.839,240,0.274,0.003508772,3563,-0.041569937,0.043947531,-0.184397686,0.022808354,0.050893626,-0.001804331,0.087983745,0.102215702,4,1.416992685,-0.4588,0.9698,0.692
58,0,4,69389312,2777,2134,643,1,1.99,1.99,1.99,6,0.383,5,0,198,0.286,0.003921569,7169,-0.311974089,-0.112179017,-0.112926189,0.073061781,-0.129833152,0.025635954,-0.025656115,-0.197909734,4,1.649511824,0.6705,0.9881,0.926275
205014,0.99,12,118793216,4012,1563,2449,14,0.99,12.99,3.847142857,2,0,5,0,443,0.134,0.00591716,1455,0.178560751,0.074164559,-0.088633442,-0.172517391,0.004238784,-0.019226109,0.055864757,0.039871407,2,1.638857086,-0.9948,0.9873,0.199266667
1188,0,9,265680896,1887,1424,463,15,0.99,99.99,17.52333333,3,1,4,0.374,315,0.298,0,3967,-0.303895587,-0.145576575,-0.173901774,-0.058686003,0.031264232,-0.047957888,-0.051092006,0.05493466,3,1.444509137,0.3013,0.9917,0.8879
38,0,9,88282112,3358,2678,680,8,0.99,99.99,25.365,3,0.706,1,0,487,0.263,0.001855288,2124,0.421629114,-0.005810426,-0.096534851,-0.025745422,-0.023794838,-0.053831814,0.041311494,0.006198538,2,1.638857086,-0.34,0.9628,0.4738
8,0,12,55328768,3313,2783,530,5,0.99,9.99,4.19,6,0.494,1,0,139,0.39,0.006410256,2990,-0.158469784,0.06822875,-0.222622621,0.180215486,0.072103798,-0.079456153,-0.018101726,0.094173847,3,1.444509137,0.0516,0.0516,0.0516
889,4.99,9,32216064,4622,1682,2940,1,0,0,0,1,0,1,0,290,0.183,0.019553073,2565,-0.13994385,-0.111336433,-0.017278463,0.162662695,0.161998292,-0.008013901,-0.029208463,-0.193647069,1,1.504654456,-0.1571,0.9979,0.91552
13713,0,4,54987776,4079,2210,1869,4,0.99,9.99,5.49,7,0,1,0,150,0.14,0.004807692,2174,-0.298850642,0.008114674,-0.074328166,-0.093655477,-0.035258988,0.031359764,-0.043537628,0.075641426,5,1.590831526,-0.5055,0.9719,0.45294
1517,0,4,353299456,2174,1409,765,10,1.99,99.99,21.04,4,0,3,0,475,0.219,0,1134,0.017824994,0.151396537,-0.055271514,-0.044900186,-0.001448592,-0.050665064,0.010791872,-0.066574545,2,1.638857086,-0.1513,0.9831,0.460161538
26,0,12,166630400,2437,2308,129,7,0.99,49.99,15.84714286,4,0,1,0,283,0.298,0,1229,-0.318072512,-0.178016452,-0.053133673,-0.203255403,0.02102495,0.05541641,-0.05347035,0.076484843,1,1.504654456,-0.1714,0.9477,0.5035375
302,0,4,16556032,2187,1410,777,10,0.99,2.99,1.79,2,0,1,0,339,0.283,0,3039,0.48259807,-0.038420395,-0.056087074,-0.100187682,0.019994481,-0.118592998,-0.076596727,-0.095656413,9,1.677876454,0.3612,0.9834,0.9515125
468,0.99,9,36715520,4154,1660,2494,1,0,0,0,3,0.545,1,0,315,0.252,0,2334,-0.22763919,0.01074728,-0.041589232,-0.105424209,-0.158943006,0.026700695,-0.029295019,0.022601522,1,1.504654456,0,0.9411,0.640885714
166,0,4,6364160,1936,1471,465,1,0,0,0,1,0,4,0,83,0.137,0,249,0.397097612,0.291823601,0.155702897,0.061836414,0.15125755,-0.101368678,0.043224518,-0.190252654,1,1.504654456,0.9294,0.9956,0.960611111
12,2.99,9,24114176,2303,2303,0,1,0,0,0,8,0.445,1,0,204,0.202,0.004098361,2207,-0.27054352,-0.154500225,-0.122053015,0.018712379,0.120877042,-0.052148481,-0.01867488,-0.025366893,1,1.504654456,-0.738,0.3724,-0.1789625
45522,0,12,239225856,2154,1410,744,10,0.99,49.99,10.89,5,0,5,0.737,221,0.227,0.003952569,1724,0.133909298,-0.156432882,-0.00097585,0.07327953,-0.04272976,-0.061342673,-0.011677314,0.152551399,1,1.504654456,0.119,0.9959,0.987842857
396,0.99,9,173561856,4052,2087,1965,4,0.99,9.99,4.49,3,0.796,1,0,260,0.194,0,2091,-0.295040902,0.171386452,0.002829403,-0.028400257,0.130910323,0.017242823,0.006702758,-0.045214209,11,1.583622661,0.3612,0.9825,0.709766667
939,0,4,269974528,2357,1514,843,10,0.99,14.99,3.99,4,0,4,0,199,0.162,0.003533569,361,-0.232218448,0.12556138,0.376558083,0.057196123,-0.148212772,-0.042260615,0.15655734,-0.018659664,1,1.504654456,0,0.9525,0.916085714
213,0,4,35991552,4028,1934,2094,1,0.99,0.99,0.99,3,0,1,0,226,0.146,0,2377,-0.239903637,-0.20715848,-0.136013105,-0.057564316,0.209972459,-0.039081727,-0.059827938,0.004639027,6,1.328766649,-0.7579,0.7412,0.149775
5,0,4,6438912,4070,2051,2019,1,0,0,0,2,0,5,0,165,0.229,0,1560,0.494141267,-0.089012224,-0.023291454,-0.048444707,-0.058565967,0.043802596,0.018580221,-0.036359786,1,1.504654456,-0.0762,0.9881,0.620133333
179,0,9,286416896,1936,1401,535,10,1.99,19.99,7.09,5,0.394,5,0.492,588,0.282,0.001329787,1335,-0.202052217,0.255512458,0.033611657,-0.031490886,-0.078354617,0.055674799,0.029245793,-0.066895537,1,1.504654456,-0.296,0.9712,0.55645
57,0,12,19147776,2760,2031,729,10,0,5.99,3.791,4,0.61,5,0.61,463,0.278,0,779,0.077487446,-0.081384715,0.076521641,-0.065755237,0.069572572,-0.141437618,-0.091906021,-0.178425256,1,1.504654456,-0.9661,0.9884,0.822772727
5,0,4,67554304,2720,2589,131,3,0.99,4.99,2.656666667,3,0,1,0,281,0.161,0,1300,-0.289664612,-0.025624335,-0.111622082,-0.162688366,0.195817995,0.010752386,-0.083451754,-0.027879214,2,1.494331838,-0.6249,0.886,0.73088
31,0,4,7800832,4019,2596,1423,1,0,0,0,16,0.569,1,0,35,0.126,0,93,-0.041179936,-0.414088989,0.238394819,0.079551537,0.016748606,0.121889426,-0.117069708,-0.015920838,1,1.504654456,-0.899,0.9022,0.5448125
224,3.99,12,421295104,2034,2034,0,1,0,0,0,1,0,1,0,232,0.211,0,1024,-0.105204876,0.324800971,0.021807943,-0.010424977,0.192108295,-0.011874696,0.010086686,0.049414533,4,1.494499065,0.2792,0.988,0.663544444
10,0,12,84798464,2166,2162,4,10,0.99,10.99,2.59,3,0,1,0,75,0.189,0,1166,0.165357564,0.093850988,-0.145438873,-0.012293445,-0.089082081,0.018363956,0.048232055,-0.044783198,4,1.184473546,-0.5859,0.9246,0.350925
820,0,4,465463296,2014,1431,583,10,0.99,49.99,15.89,4,0.545,3,0,146,0.186,0,2750,0.125777595,0.145590467,-0.104296746,0.242918815,0.031878258,0.005327618,0.107067767,0.012549708,10,1.532791407,-0.9159,0.9933,0.740342857
730,0,12,101850405,3748,3727,21,7,0.99,64.99,17.41857143,5,0.487,1,0,302,0.237,0,1404,0.079988886,0.122406374,-0.156880651,0.090919416,-0.093095032,0.028582959,0.071295816,0.029446123,9,1.596573252,-0.8337,0.9947,0.2685
639,0,4,24764416,3482,3482,0,1,0,0,0,2,0,1,0,142,0.129,0.005952381,1124,0.081964566,-0.023728734,-0.213435638,0.171719652,0.103754251,-0.065306363,0.046641726,0.075403554,1,1.504654456,0.1779,0.9501,0.89995
3148,0,9,8211491,4154,3697,457,6,0.99,49.99,16.65666667,2,0,1,0,306,0.35,0,1432,0.210235912,0.181583694,-0.094083352,-0.097766904,0.062775578,0.174982251,0.114489528,0.021060692,3,1.544320089,-0.7351,0.9579,0.83986
1815,0.99,9,63327232,4601,1853,2748,10,0.99,24.99,8.19,3,0.808,1,0,594,0.26,0,2676,0.014851409,-0.067358997,-0.25221147,0.010185366,-0.023843492,-0.016128734,0.04165206,0.041394181,4,1.339486305,-0.8402,0.8981,0.341611111
